date,SBM
2008-04-01,1996.0
2008-04-02,1996.0
2008-04-03,1996.0
2008-04-04,1996.0
2008-04-07,1940.0
2008-04-08,1960.0
2008-04-09,1997.0
2008-04-10,1997.0
2008-04-11,1960.0
2008-04-14,1945.0
2008-04-15,1900.0
2008-04-16,1900.0
2008-04-17,1950.0
2008-04-18,1950.0
2008-04-21,2043.0
2008-04-22,2043.0
2008-04-23,1960.0
2008-04-24,1960.0
2008-04-25,1960.0
2008-04-28,1960.0
2008-04-29,1905.0
2008-04-30,1905.0
2008-05-02,1905.0
2008-05-05,1905.0
2008-05-06,1905.0
2008-05-07,1905.0
2008-05-08,1950.0
2008-05-09,1950.0
2008-05-12,1950.0
2008-05-13,1950.0
2008-05-14,2016.0
2008-05-15,1911.0
2008-05-16,1911.0
2008-05-19,1911.0
2008-05-21,2000.0
2008-05-22,2000.0
2008-05-23,1919.0
2008-05-26,1919.0
2008-05-27,2016.0
2008-05-28,1920.0
2008-05-29,1921.0
2008-05-30,1850.0
2008-06-02,1865.0
2008-06-03,1975.0
2008-06-04,1901.0
2008-06-05,1920.0
2008-06-06,1900.0
2008-06-09,1950.0
2008-06-10,1950.0
2008-06-11,1980.0
2008-06-12,1980.0
2008-06-13,1980.0
2008-06-16,1980.0
2008-06-17,1980.0
2008-06-18,1980.0
2008-06-19,1980.0
2008-06-20,1950.0
2008-06-23,1881.0
2008-06-24,1870.0
2008-06-25,1870.0
2008-06-26,1880.0
2008-06-27,1944.0
2008-06-30,1944.0
2008-07-01,1944.0
2008-07-02,1835.0
2008-07-03,1831.0
2008-07-04,1925.0
2008-07-07,1925.0
2008-07-08,1925.0
2008-07-09,1850.0
2008-07-10,1900.0
2008-07-11,1900.0
2008-07-14,1900.0
2008-07-15,1900.0
2008-07-16,1899.0
2008-07-17,1899.0
2008-07-18,1898.0
2008-07-21,1899.0
2008-07-22,1835.0
2008-07-23,1835.0
2008-07-24,1917.0
2008-07-25,1927.0
2008-07-28,1924.0
2008-07-29,1924.0
2008-07-31,1924.0
2008-08-01,1924.0
2008-08-04,1924.0
2008-08-05,1850.0
2008-08-06,1850.0
2008-08-07,1850.0
2008-08-08,1850.0
2008-08-11,1850.0
2008-08-12,1850.0
2008-08-13,1850.0
2008-08-15,1958.0
2008-08-18,1958.0
2008-08-19,1958.0
2008-08-22,1958.0
2008-08-25,1958.0
2008-08-26,1958.0
2008-08-27,1958.0
2008-08-28,1958.0
2008-08-29,1958.0
2008-09-01,1965.0
2008-09-02,1965.0
2008-09-03,1965.0
2008-09-04,1965.0
2008-09-05,1965.0
2008-09-08,1965.0
2008-09-09,1965.0
2008-09-10,1965.0
2008-09-11,1965.0
2008-09-12,1965.0
2008-09-15,1905.0
2008-09-16,1903.0
2008-09-17,1903.0
2008-09-18,1900.0
2008-09-19,1900.0
2008-09-22,1900.0
2008-09-23,1820.0
2008-09-24,1820.0
2008-09-25,1825.0
2008-09-26,1825.0
2008-09-29,1825.0
2008-09-30,1820.0
2008-10-07,1800.0
2008-10-08,1800.0
2008-10-09,1700.0
2008-10-10,1700.0
2008-10-13,1800.0
2008-10-15,1800.0
2008-10-16,1800.0
2008-10-17,1800.0
2008-10-20,1800.0
2008-10-21,1800.0
2008-10-22,1800.0
2008-10-23,1800.0
2008-10-24,1800.0
2008-10-27,1800.0
2008-10-28,1800.0
2008-10-29,1800.0
2008-10-30,1800.0
2008-10-31,1705.0
2008-11-03,1720.0
2008-11-04,1620.0
2008-11-05,1717.0
2008-11-07,1750.0
2008-11-10,1750.0
2008-11-11,1668.0
2008-11-12,1641.0
2008-11-13,1700.0
2008-11-14,1655.0
2008-11-17,1600.0
2008-11-19,1600.0
2008-11-20,1655.0
2008-11-21,1655.0
2008-11-24,1655.0
2008-11-25,1655.0
2008-11-26,1655.0
2008-11-27,1600.0
2008-11-28,1600.0
2008-12-01,1550.0
2008-12-02,1550.0
2008-12-03,1550.0
2008-12-04,1550.0
2008-12-05,1550.0
2008-12-08,1551.0
2008-12-11,1551.0
2008-12-12,1565.0
2008-12-15,1594.0
2008-12-16,1645.0
2008-12-17,1645.0
2008-12-18,1645.0
2008-12-19,1650.0
2008-12-22,1661.0
2008-12-23,1661.0
2008-12-24,1661.0
2008-12-25,1660.0
2008-12-26,1650.0
2008-12-30,1551.0
2008-12-31,1551.0
2009-01-02,1551.0
2009-01-05,1551.0
2009-01-06,1551.0
2009-01-07,1462.0
2009-01-08,1462.0
2009-01-09,1462.0
2009-01-12,1462.0
2009-01-13,1462.0
2009-01-14,1450.0
2009-01-15,1450.0
2009-01-16,1480.0
2009-01-19,1480.0
2009-01-20,1525.0
2009-01-21,1525.0
2009-01-22,1525.0
2009-01-23,1600.0
2009-01-26,1600.0
2009-01-27,1600.0
2009-01-28,1600.0
2009-01-29,1530.0
2009-01-30,1530.0
2009-02-02,1600.0
2009-02-03,1600.0
2009-02-04,1600.0
2009-02-05,1600.0
2009-02-06,1600.0
2009-02-09,1621.0
2009-02-10,1718.0
2009-02-11,1718.0
2009-02-12,1750.0
2009-02-13,1750.0
2009-02-16,1855.0
2009-02-17,1860.0
2009-02-18,1860.0
2009-02-19,1890.0
2009-02-20,2000.0
2009-02-23,2010.0
2009-02-24,2010.0
2009-02-25,2010.0
2009-02-26,2010.0
2009-02-27,2000.0
2009-03-02,2110.0
2009-03-03,2110.0
2009-03-04,2005.0
2009-03-05,2005.0
2009-03-06,2005.0
2009-03-09,2000.0
2009-03-12,2000.0
2009-03-13,2000.0
2009-03-16,2000.0
2009-03-17,2000.0
2009-03-18,2000.0
2009-03-19,2000.0
2009-03-20,2000.0
2009-03-23,1880.0
2009-03-24,1880.0
2009-03-25,1992.0
2009-03-26,1890.0
2009-03-27,1890.0
2009-03-30,2000.0
2009-03-31,2000.0
2009-04-01,2000.0
2009-04-02,1990.0
2009-04-03,1880.0
2009-04-06,1901.0
2009-04-07,2000.0
2009-04-08,2000.0
2009-04-09,2000.0
2009-04-10,2000.0
2009-04-13,2000.0
2009-04-14,2000.0
2009-04-15,2000.0
2009-04-16,2090.0
2009-04-17,2080.0
2009-04-20,2080.0
2009-04-21,2080.0
2009-04-22,2090.0
2009-04-23,2080.0
2009-04-24,2080.0
2009-04-27,2080.0
2009-04-28,2080.0
2009-04-29,2080.0
2009-04-30,2080.0
2009-05-04,2080.0
2009-05-05,2080.0
2009-05-06,2080.0
2009-05-07,2080.0
2009-05-08,2080.0
2009-05-11,2080.0
2009-05-12,2080.0
2009-05-13,2080.0
2009-05-14,2080.0
2009-05-15,2080.0
2009-05-18,2080.0
2009-05-19,2185.0
2009-05-20,2300.0
2009-05-21,2210.0
2009-05-22,2210.0
2009-05-25,2210.0
2009-05-26,2210.0
2009-05-27,2210.0
2009-05-28,2210.0
2009-05-29,2210.0
2009-06-01,2210.0
2009-06-02,2210.0
2009-06-03,2300.0
2009-06-04,2300.0
2009-06-05,2307.0
2009-06-08,2320.0
2009-06-09,2320.0
2009-06-10,2320.0
2009-06-11,2320.0
2009-06-12,2320.0
2009-06-15,2360.0
2009-06-16,2360.0
2009-06-17,2360.0
2009-06-18,2360.0
2009-06-19,2320.0
2009-06-22,2320.0
2009-06-23,2320.0
2009-06-24,2320.0
2009-06-25,2320.0
2009-06-26,2360.0
2009-06-29,2088.0
2009-06-30,2151.0
2009-07-01,2151.0
2009-07-02,2151.0
2009-07-03,2280.0
2009-07-06,2360.0
2009-07-07,2350.0
2009-07-08,2350.0
2009-07-09,2350.0
2009-07-10,2450.0
2009-07-13,2501.0
2009-07-14,2501.0
2009-07-15,2501.0
2009-07-16,2506.0
2009-07-17,2506.0
2009-07-20,2506.0
2009-07-21,2506.0
2009-07-22,2506.0
2009-07-23,2651.0
2009-07-24,2700.0
2009-07-27,2805.0
2009-07-28,2870.0
2009-07-29,2805.0
2009-07-31,2805.0
2009-08-03,2805.0
2009-08-04,2900.0
2009-08-05,2900.0
2009-08-06,2900.0
2009-08-07,2920.0
2009-08-10,3000.0
2009-08-11,3000.0
2009-08-12,3000.0
2009-08-13,3000.0
2009-08-17,3000.0
2009-08-18,3000.0
2009-08-19,3000.0
2009-08-24,3000.0
2009-08-25,3000.0
2009-08-26,3000.0
2009-08-27,3012.0
2009-08-28,3030.0
2009-08-31,3200.0
2009-09-01,3200.0
2009-09-02,3200.0
2009-09-03,3200.0
2009-09-04,3200.0
2009-09-07,3200.0
2009-09-08,3200.0
2009-09-09,3200.0
2009-09-10,3392.0
2009-09-11,3392.0
2009-09-14,3392.0
2009-09-15,3400.0
2009-09-16,3400.0
2009-09-17,3480.0
2009-09-18,3480.0
2009-09-23,3600.0
2009-09-24,3600.0
2009-09-25,3600.0
2009-09-28,3816.0
2009-09-29,3820.0
2009-09-30,3860.0
2009-10-01,3866.0
2009-10-02,3900.0
2009-10-05,3900.0
2009-10-06,3900.0
2009-10-07,3900.0
2009-10-08,3900.0
2009-10-09,3900.0
2009-10-12,3950.0
2009-10-13,3950.0
2009-10-14,3950.0
2009-10-15,3960.0
2009-10-16,3960.0
2009-10-19,4100.0
2009-10-20,3900.0
2009-10-21,3900.0
2009-10-22,4000.0
2009-10-23,3780.0
2009-10-26,3780.0
2009-10-27,3560.0
2009-10-28,3347.0
2009-10-29,3347.0
2009-10-30,3347.0
2009-11-02,3347.0
2009-11-03,3450.0
2009-11-04,3450.0
2009-11-05,3450.0
2009-11-09,3450.0
2009-11-10,3656.0
2009-11-11,3656.0
2009-11-12,3656.0
2009-11-13,3500.0
2009-11-16,3500.0
2009-11-17,3500.0
2009-11-19,3500.0
2009-11-20,3499.0
2009-11-23,3499.0
2009-11-24,3499.0
2009-11-25,3499.0
2009-11-26,3499.0
2009-11-27,3499.0
2009-11-30,3499.0
2009-12-01,3499.0
2009-12-02,3499.0
2009-12-03,3499.0
2009-12-04,3470.0
2009-12-07,3470.0
2009-12-08,3470.0
2009-12-09,3470.0
2009-12-10,3470.0
2009-12-11,3262.0
2009-12-14,3262.0
2009-12-15,3262.0
2009-12-16,3262.0
2009-12-17,3262.0
2009-12-21,3262.0
2009-12-22,3262.0
2009-12-23,3262.0
2009-12-24,3262.0
2009-12-25,3262.0
2009-12-28,3262.0
2009-12-29,3400.0
2009-12-30,3400.0
2009-12-31,3400.0
2010-01-04,3400.0
2010-01-05,3400.0
2010-01-06,3400.0
2010-01-07,3400.0
2010-01-08,3400.0
2010-01-12,3400.0
2010-01-13,3400.0
2010-01-14,3400.0
2010-01-15,3400.0
2010-01-18,3400.0
2010-01-19,3400.0
2010-01-20,3400.0
2010-01-21,3400.0
2010-01-22,3400.0
2010-01-25,3400.0
2010-01-26,3400.0
2010-01-27,3500.0
2010-01-28,3400.0
2010-01-29,3255.0
2010-02-01,3255.0
2010-02-02,3400.0
2010-02-03,3400.0
2010-02-04,3400.0
2010-02-05,3400.0
2010-02-08,3400.0
2010-02-09,3400.0
2010-02-10,3400.0
2010-02-11,3400.0
2010-02-12,3400.0
2010-02-15,3400.0
2010-02-16,3400.0
2010-02-17,3205.0
2010-02-18,3200.0
2010-02-19,3200.0
2010-02-22,3200.0
2010-02-23,3200.0
2010-02-24,3225.0
2010-02-25,3200.0
2010-02-26,3201.0
2010-03-01,3201.0
2010-03-02,3201.0
2010-03-03,3201.0
2010-03-04,3201.0
2010-03-05,3201.0
2010-03-08,3201.0
2010-03-09,3201.0
2010-03-10,3201.0
2010-03-11,3201.0
2010-03-12,3201.0
2010-03-15,3201.0
2010-03-16,3201.0
2010-03-17,3201.0
2010-03-18,3201.0
2010-03-19,3201.0
2010-03-22,3201.0
2010-03-23,3201.0
2010-03-24,3201.0
2010-03-25,3201.0
2010-03-26,3201.0
2010-03-29,3201.0
2010-03-30,3009.0
2010-03-31,3008.0
2010-04-01,3000.0
2010-04-02,2820.0
2010-04-05,2820.0
2010-04-06,2820.0
2010-04-07,2820.0
2010-04-08,2651.0
2010-04-09,2492.0
2010-04-12,2492.0
2010-04-13,2500.0
2010-04-14,2530.0
2010-04-15,2530.0
2010-04-16,2681.0
2010-04-19,2682.0
2010-04-20,2682.0
2010-04-21,2522.0
2010-04-22,2673.0
2010-04-23,2820.0
2010-04-26,2820.0
2010-04-27,2820.0
2010-04-28,2820.0
2010-04-29,2820.0
2010-04-30,2820.0
2010-05-03,2820.0
2010-05-04,2820.0
2010-05-05,2820.0
2010-05-06,2820.0
2010-05-07,2820.0
2010-05-10,2820.0
2010-05-11,2780.0
2010-05-12,2626.0
2010-05-13,2626.0
2010-05-14,2626.0
2010-05-17,2750.0
2010-05-18,2750.0
2010-05-19,2750.0
2010-05-20,2750.0
2010-05-21,2750.0
2010-05-24,2770.0
2010-05-25,2770.0
2010-05-26,2770.0
2010-05-27,2780.0
2010-05-28,2780.0
2010-05-31,2780.0
2010-06-01,2780.0
2010-06-02,2780.0
2010-06-03,2780.0
2010-06-04,2617.0
2010-06-07,2759.0
2010-06-08,2700.0
2010-06-09,2750.0
2010-06-10,2750.0
2010-06-11,2750.0
2010-06-14,2750.0
2010-06-15,2750.0
2010-06-16,2750.0
2010-06-17,2644.0
2010-06-18,2644.0
2010-06-21,2644.0
2010-06-22,2644.0
2010-06-23,2644.0
2010-06-24,2644.0
2010-06-25,2644.0
2010-06-29,2650.0
2010-06-30,2650.0
2010-07-01,2533.0
2010-07-02,2533.0
2010-07-05,2533.0
2010-07-06,2533.0
2010-07-07,2533.0
2010-07-08,2533.0
2010-07-09,2533.0
2010-07-12,2533.0
2010-07-13,2533.0
2010-07-14,2495.0
2010-07-15,2495.0
2010-07-16,2495.0
2010-07-19,2495.0
2010-07-20,2495.0
2010-07-21,2533.0
2010-07-22,2500.0
2010-07-26,2500.0
2010-07-27,2500.0
2010-07-28,2500.0
2010-07-29,2500.0
2010-08-02,2533.0
2010-08-03,2533.0
2010-08-04,2533.0
2010-08-05,2533.0
2010-08-06,2533.0
2010-08-11,2533.0
2010-08-12,2540.0
2010-08-13,2540.0
2010-08-16,2540.0
2010-08-17,2540.0
2010-08-18,2540.0
2010-08-19,2540.0
2010-08-23,2540.0
2010-08-24,2540.0
2010-08-25,2540.0
2010-08-26,2540.0
2010-08-27,2540.0
2010-08-30,2540.0
2010-08-31,2590.0
2010-09-01,2599.0
2010-09-02,2610.0
2010-09-03,2600.0
2010-09-06,2600.0
2010-09-07,2500.0
2010-09-09,2500.0
2010-09-14,2500.0
2010-09-15,2500.0
2010-09-16,2500.0
2010-09-20,2500.0
2010-09-21,2500.0
2010-09-22,2500.0
2010-09-23,2500.0
2010-09-24,2500.0
2010-09-27,2500.0
2010-09-28,2500.0
2010-09-29,2500.0
2010-09-30,2499.0
2010-10-01,2499.0
2010-10-04,2500.0
2010-10-05,2500.0
2010-10-06,2499.0
2010-10-07,2499.0
2010-10-08,2499.0
2010-10-11,2499.0
2010-10-12,2499.0
2010-10-13,2499.0
2010-10-14,2499.0
2010-10-15,2450.0
2010-10-18,2451.0
2010-10-19,2450.0
2010-10-20,2450.0
2010-10-21,2450.0
2010-10-22,2450.0
2010-10-25,2450.0
2010-10-26,2450.0
2010-10-27,2450.0
2010-10-28,2450.0
2010-10-29,2465.0
2010-11-01,2465.0
2010-11-02,2465.0
2010-11-03,2465.0
2010-11-04,2465.0
2010-11-05,2465.0
2010-11-08,2450.0
2010-11-09,2450.0
2010-11-10,2450.0
2010-11-11,2450.0
2010-11-12,2450.0
2010-11-15,2449.0
2010-11-16,2450.0
2010-11-19,2450.0
2010-11-22,2450.0
2010-11-23,2450.0
2010-11-24,2450.0
2010-11-25,2450.0
2010-11-26,2450.0
2010-11-29,2450.0
2010-11-30,2450.0
2010-12-01,2449.0
2010-12-02,2449.0
2010-12-03,2449.0
2010-12-06,2449.0
2010-12-08,2449.0
2010-12-09,2450.0
2010-12-10,2449.0
2010-12-13,2449.0
2010-12-14,2449.0
2010-12-15,2400.0
2010-12-16,2400.0
2010-12-17,2400.0
2010-12-20,2400.0
2010-12-21,2400.0
2010-12-22,2400.0
2010-12-23,2256.0
2010-12-24,2200.0
2010-12-27,2200.0
2010-12-28,2200.0
2010-12-29,2180.0
2010-12-30,2180.0
2010-12-31,2179.0
2011-01-03,2180.0
2011-01-04,2180.0
2011-01-05,2200.0
2011-01-06,2330.0
2011-01-07,2330.0
2011-01-10,2200.0
2011-01-12,2152.0
2011-01-13,2200.0
2011-01-14,2180.0
2011-01-17,2305.0
2011-01-18,2305.0
2011-01-19,2167.0
2011-01-20,2167.0
2011-01-21,2150.0
2011-01-24,2150.0
2011-01-25,2150.0
2011-01-26,2080.0
2011-01-27,2080.0
2011-01-28,1956.0
2011-01-31,1956.0
2011-02-01,1956.0
2011-02-02,1956.0
2011-02-03,2073.0
2011-02-04,2197.0
2011-02-07,2197.0
2011-02-08,2197.0
2011-02-09,2100.0
2011-02-10,2100.0
2011-02-11,2200.0
2011-02-14,2200.0
2011-02-15,2200.0
2011-02-18,2200.0
2011-02-21,2200.0
2011-02-22,2200.0
2011-02-23,2200.0
2011-02-24,2230.0
2011-02-25,2230.0
2011-02-28,2230.0
2011-03-01,2230.0
2011-03-02,2230.0
2011-03-03,2230.0
2011-03-04,2230.0
2011-03-07,2230.0
2011-03-08,2230.0
2011-03-09,2230.0
2011-03-10,2230.0
2011-03-11,2230.0
2011-03-14,2230.0
2011-03-15,2245.0
2011-03-16,2245.0
2011-03-17,2245.0
2011-03-18,2245.0
2011-03-21,2245.0
2011-03-22,2244.0
2011-03-23,2244.0
2011-03-24,2244.0
2011-03-25,2244.0
2011-03-28,2244.0
2011-03-29,2244.0
2011-03-30,2244.0
2011-03-31,2244.0
2011-04-01,2244.0
2011-04-04,2244.0
2011-04-05,2244.0
2011-04-06,2244.0
2011-04-07,2244.0
2011-04-08,2244.0
2011-04-11,2244.0
2011-04-12,2244.0
2011-04-13,2244.0
2011-04-14,2244.0
2011-04-15,2244.0
2011-04-18,2244.0
2011-04-19,2244.0
2011-04-20,2244.0
2011-04-21,2244.0
2011-04-22,2244.0
2011-04-25,2244.0
2011-04-26,2244.0
2011-04-27,2244.0
2011-04-28,2244.0
2011-04-29,2244.0
2011-05-02,2244.0
2011-05-03,2244.0
2011-05-04,2244.0
2011-05-05,2244.0
2011-05-06,2244.0
2011-05-09,2244.0
2011-05-10,2244.0
2011-05-11,2244.0
2011-05-12,2244.0
2011-05-13,2110.0
2011-05-16,1984.0
2011-05-17,1901.0
2011-05-18,1901.0
2011-05-19,1950.0
2011-05-20,1950.0
2011-05-23,2000.0
2011-05-24,2000.0
2011-05-25,2000.0
2011-05-26,2000.0
2011-05-27,2000.0
2011-05-30,2000.0
2011-05-31,1880.0
2011-06-01,1860.0
2011-06-02,1871.0
2011-06-03,1871.0
2011-06-06,1878.0
2011-06-07,1878.0
2011-06-08,1878.0
2011-06-09,1878.0
2011-06-10,1878.0
2011-06-13,1880.0
2011-06-14,1880.0
2011-06-15,1880.0
2011-06-16,1881.0
2011-06-17,1881.0
2011-06-20,1881.0
2011-06-21,1993.0
2011-06-22,2112.0
2011-06-23,2050.0
2011-06-24,2173.0
2011-06-27,2073.0
2011-06-28,2073.0
2011-06-29,2197.0
2011-06-30,2328.0
2011-07-01,2327.0
2011-07-04,2189.0
2011-07-05,2189.0
2011-07-06,2100.0
2011-07-07,2100.0
2011-07-08,2101.0
2011-07-11,2101.0
2011-07-12,2101.0
2011-07-13,2101.0
2011-07-14,2101.0
2011-07-15,2101.0
2011-07-18,2101.0
2011-07-19,2101.0
2011-07-20,2101.0
2011-07-21,2100.0
2011-07-22,2100.0
2011-07-25,2000.0
2011-07-26,1880.0
2011-07-27,1880.0
2011-07-28,1880.0
2011-07-29,1880.0
2011-08-01,1880.0
2011-08-02,1880.0
2011-08-03,1880.0
2011-08-04,1880.0
2011-08-05,1880.0
2011-08-08,1880.0
2011-08-09,1880.0
2011-08-10,1880.0
2011-08-11,1880.0
2011-08-12,1880.0
2011-08-15,1880.0
2011-08-16,1880.0
2011-08-17,1880.0
2011-08-18,1880.0
2011-08-19,1880.0
2011-08-22,1880.0
2011-08-23,1880.0
2011-08-24,1880.0
2011-08-25,1880.0
2011-08-26,1880.0
2011-08-29,1880.0
2011-09-02,1880.0
2011-09-05,1880.0
2011-09-06,1880.0
2011-09-07,1880.0
2011-09-08,1880.0
2011-09-09,1901.0
2011-09-12,1901.0
2011-09-13,1901.0
2011-09-14,1901.0
2011-09-15,1901.0
2011-09-16,1901.0
2011-09-19,1901.0
2011-09-20,1901.0
2011-09-21,1811.0
2011-09-22,1810.0
2011-09-23,1810.0
2011-09-26,1810.0
2011-09-27,1810.0
2011-09-28,1810.0
2011-09-29,1855.0
2011-09-30,1935.0
2011-10-03,1935.0
2011-10-04,1980.0
2011-10-05,1950.0
2011-10-06,1950.0
2011-10-07,1905.0
2011-10-10,1950.0
2011-10-11,1950.0
2011-10-12,1950.0
2011-10-13,1950.0
2011-10-14,1950.0
2011-10-17,1950.0
2011-10-18,1950.0
2011-10-19,1950.0
2011-10-20,1950.0
2011-10-21,1950.0
2011-10-24,1950.0
2011-10-25,1950.0
2011-10-26,1950.0
2011-10-27,1950.0
2011-10-28,1950.0
2011-10-31,1950.0
2011-11-01,1950.0
2011-11-02,1950.0
2011-11-03,1950.0
2011-11-04,1950.0
2011-11-09,1950.0
2011-11-10,1950.0
2011-11-11,1950.0
2011-11-14,1950.0
2011-11-15,1950.0
2011-11-16,1950.0
2011-11-17,1950.0
2011-11-21,1950.0
2011-11-22,1833.0
2011-11-23,1725.0
2011-11-24,1725.0
2011-11-25,1700.0
2011-11-28,1700.0
2011-11-29,1652.0
2011-11-30,1701.0
2011-12-01,1701.0
2011-12-02,1701.0
2011-12-05,1701.0
2011-12-06,1701.0
2011-12-07,1701.0
2011-12-08,1700.0
2011-12-09,1700.0
2011-12-12,1700.0
2011-12-13,1700.0
2011-12-14,1700.0
2011-12-15,1700.0
2011-12-16,1700.0
2011-12-19,1700.0
2011-12-20,1700.0
2011-12-21,1700.0
2011-12-22,1700.0
2011-12-23,1800.0
2011-12-26,1900.0
2011-12-27,2014.0
2011-12-28,2120.0
2011-12-29,2230.0
2011-12-30,2097.0
2012-01-02,2097.0
2012-01-03,2097.0
2012-01-04,2097.0
2012-01-05,2097.0
2012-01-06,2097.0
2012-01-09,2097.0
2012-01-10,2097.0
2012-01-12,2100.0
2012-01-13,2000.0
2012-01-16,2100.0
2012-01-17,2100.0
2012-01-18,2100.0
2012-01-19,2100.0
2012-01-20,2000.0
2012-01-23,2000.0
2012-01-24,2089.0
2012-01-25,2089.0
2012-01-26,2089.0
2012-01-27,2089.0
2012-01-30,2089.0
2012-01-31,2089.0
2012-02-01,2089.0
2012-02-02,2089.0
2012-02-03,2089.0
2012-02-07,2090.0
2012-02-08,2090.0
2012-02-09,2090.0
2012-02-10,1965.0
2012-02-13,1880.0
2012-02-14,1880.0
2012-02-15,1880.0
2012-02-16,1880.0
2012-02-17,1880.0
2012-02-20,1880.0
2012-02-21,1880.0
2012-02-22,1970.0
2012-02-23,1970.0
2012-02-24,1855.0
2012-02-27,1855.0
2012-02-28,1855.0
2012-02-29,1855.0
2012-03-01,1855.0
2012-03-02,1855.0
2012-03-05,1855.0
2012-03-06,1855.0
2012-03-07,1855.0
2012-03-08,1855.0
2012-03-09,1855.0
2012-03-12,1855.0
2012-03-13,1855.0
2012-03-14,1751.0
2012-03-15,1750.0
2012-03-16,1750.0
2012-03-19,1750.0
2012-03-20,1750.0
2012-03-21,1750.0
2012-03-22,1750.0
2012-03-23,1756.0
2012-03-26,1756.0
2012-03-27,1756.0
2012-03-28,1800.0
2012-03-29,1810.0
2012-03-30,1800.0
2012-04-02,1800.0
2012-04-03,1802.0
2012-04-04,1810.0
2012-04-05,1850.0
2012-04-06,1850.0
2012-04-09,1850.0
2012-04-10,1805.0
2012-04-11,1750.0
2012-04-12,1750.0
2012-04-13,1750.0
2012-04-16,1750.0
2012-04-17,1750.0
2012-04-18,1750.0
2012-04-19,1855.0
2012-04-20,1750.0
2012-04-23,1750.0
2012-04-24,1750.0
2012-04-25,1750.0
2012-04-26,1750.0
2012-04-27,1750.0
2012-04-30,1750.0
2012-05-02,1750.0
2012-05-03,1750.0
2012-05-04,1750.0
2012-05-07,1750.0
2012-05-08,1750.0
2012-05-09,1750.0
2012-05-10,1750.0
2012-05-11,1750.0
2012-05-14,1750.0
2012-05-15,1750.0
2012-05-16,1750.0
2012-05-17,1750.0
2012-05-18,1750.0
2012-05-21,1750.0
2012-05-22,1750.0
2012-05-23,1750.0
2012-05-24,1750.0
2012-05-25,1750.0
2012-05-28,1750.0
2012-05-29,1750.0
2012-05-30,1750.0
2012-05-31,1750.0
2012-06-01,1675.0
2012-06-04,1675.0
2012-06-05,1675.0
2012-06-06,1775.0
2012-06-07,1775.0
2012-06-08,1775.0
2012-06-11,1775.0
2012-06-12,1775.0
2012-06-13,1775.0
2012-06-14,1775.0
2012-06-15,1775.0
2012-06-18,1775.0
2012-06-19,1775.0
2012-06-20,1775.0
2012-06-21,1775.0
2012-06-22,1775.0
2012-06-25,1775.0
2012-06-26,1775.0
2012-06-27,1775.0
2012-06-28,1775.0
2012-06-29,1665.0
2012-07-02,1566.0
2012-07-03,1566.0
2012-07-04,1566.0
2012-07-05,1566.0
2012-07-06,1566.0
2012-07-09,1568.0
2012-07-10,1566.0
2012-07-11,1566.0
2012-07-12,1566.0
2012-07-13,1575.0
2012-07-16,1575.0
2012-07-17,1577.0
2012-07-18,1577.0
2012-07-19,1577.0
2012-07-20,1577.0
2012-07-23,1577.0
2012-07-24,1577.0
2012-07-25,1577.0
2012-07-26,1577.0
2012-07-27,1577.0
2012-07-31,1671.0
2012-08-01,1671.0
2012-08-02,1671.0
2012-08-03,1771.0
2012-08-06,1771.0
2012-08-07,1771.0
2012-08-08,1771.0
2012-08-09,1771.0
2012-08-10,1771.0
2012-08-13,1771.0
2012-08-15,1771.0
2012-08-16,1771.0
2012-08-17,1771.0
2012-08-22,1771.0
2012-08-23,1877.0
2012-08-24,1877.0
2012-08-27,1877.0
2012-08-28,1900.0
2012-08-29,1900.0
2012-08-30,1900.0
2012-08-31,1900.0
2012-09-03,1900.0
2012-09-04,1900.0
2012-09-05,1900.0
2012-09-06,1900.0
2012-09-07,1900.0
2012-09-10,1900.0
2012-09-11,1900.0
2012-09-12,1900.0
2012-09-13,1900.0
2012-09-14,1900.0
2012-09-17,1900.0
2012-09-18,1900.0
2012-09-19,1900.0
2012-09-20,1900.0
2012-09-21,1900.0
2012-09-24,1900.0
2012-09-25,1900.0
2012-09-26,1900.0
2012-09-27,1900.0
2012-09-28,1900.0
2012-10-01,1900.0
2012-10-02,1900.0
2012-10-03,1900.0
2012-10-04,1905.0
2012-10-05,1905.0
2012-10-08,1905.0
2012-10-09,1905.0
2012-10-10,1910.0
2012-10-11,1910.0
2012-10-12,1910.0
2012-10-15,1910.0
2012-10-16,1905.0
2012-10-17,1905.0
2012-10-18,1905.0
2012-10-19,1900.0
2012-10-22,1900.0
2012-10-23,1900.0
2012-10-24,1900.0
2012-10-25,1900.0
2012-10-29,1900.0
2012-10-30,1900.0
2012-10-31,1900.0
2012-11-01,1905.0
2012-11-02,1905.0
2012-11-05,1905.0
2012-11-07,1905.0
2012-11-08,1905.0
2012-11-09,1905.0
2012-11-12,1905.0
2012-11-13,1905.0
2012-11-14,1910.0
2012-11-15,1910.0
2012-11-19,1900.0
2012-11-20,1900.0
2012-11-21,2000.0
2012-11-22,2000.0
2012-11-23,1900.0
2012-11-26,1900.0
2012-11-27,1900.0
2012-11-28,2000.0
2012-11-29,2000.0
2012-11-30,2120.0
2012-12-03,2120.0
2012-12-04,2120.0
2012-12-05,2120.0
2012-12-06,2120.0
2012-12-07,2120.0
2012-12-10,2200.0
2012-12-11,2200.0
2012-12-12,2200.0
2012-12-13,2200.0
2012-12-14,2200.0
