date,SNP
2012-11-20,212.5
2012-11-21,208.1
2012-11-22,210.4
2012-11-23,216.0
2012-11-26,207.05
2012-11-27,219.0
2012-11-28,224.0
2012-11-29,224.9
2012-11-30,230.0
2012-12-03,225.0
2012-12-04,217.55
2012-12-05,216.7
2012-12-06,223.95
2012-12-07,213.15
2012-12-10,220.05
2012-12-11,219.0
2012-12-12,220.0
2012-12-13,219.7
2012-12-14,211.0
2012-12-17,210.1
2012-12-18,210.0
2012-12-19,210.1
2012-12-20,209.5
2012-12-21,214.0
2012-12-24,207.4
2012-12-25,207.0
2012-12-26,207.0
2012-12-27,200.0
2012-12-28,188.0
2012-12-31,176.75
2013-01-02,187.35
2013-01-03,198.55
2013-01-04,202.0
2013-01-07,205.0
2013-01-08,201.5
2013-01-09,204.0
2013-01-10,199.95
2013-01-14,198.9
2013-01-15,198.9
2013-01-16,188.0
2013-01-17,190.0
2013-01-18,197.0
2013-01-21,194.0
2013-01-22,195.95
2013-01-23,196.9
2013-01-28,196.5
2013-01-29,194.5
2013-01-30,206.15
2013-01-31,218.5
2013-02-01,218.0
2013-02-04,213.95
2013-02-05,200.0
2013-02-06,200.0
2013-02-07,204.0
2013-02-08,204.0
2013-02-11,200.9
2013-02-12,199.9
2013-02-13,199.6
2013-02-14,200.0
2013-02-15,201.9
2013-02-18,189.8
2013-02-19,189.5
2013-02-20,195.0
2013-02-21,196.95
2013-02-22,196.95
2013-02-25,195.0
2013-02-26,195.0
2013-02-27,192.95
2013-02-28,187.5
2013-03-01,198.75
2013-03-04,198.0
2013-03-05,191.2
2013-03-06,195.55
2013-03-07,194.95
2013-03-08,194.15
2013-03-11,193.1
2013-03-12,193.4
2013-03-13,192.95
2013-03-14,194.0
2013-03-15,189.1
2013-03-18,189.9
2013-03-19,182.1
2013-03-20,188.5
2013-03-21,188.4
2013-03-22,187.45
2013-03-25,186.0
2013-03-26,185.95
2013-03-27,183.0
2013-03-28,184.75
2013-03-29,183.0
2013-04-01,180.0
2013-04-02,183.0
2013-04-03,180.0
2013-04-04,180.0
2013-04-05,179.95
2013-04-08,178.0
2013-04-09,175.6
2013-04-10,193.15
2013-04-11,191.55
2013-04-12,195.95
2013-04-15,192.1
2013-04-16,194.0
2013-04-17,191.75
2013-04-18,185.5
2013-04-19,188.8
2013-04-22,186.95
2013-04-23,186.95
2013-04-24,185.0
2013-04-25,181.0
2013-04-26,187.0
2013-04-29,178.0
2013-04-30,176.0
2013-05-02,184.95
2013-05-03,178.0
2013-05-06,184.75
2013-05-07,183.95
2013-05-08,178.0
2013-05-09,177.0
2013-05-10,177.0
2013-05-13,177.2
2013-05-14,183.4
2013-05-15,180.0
2013-05-16,180.0
2013-05-17,182.0
2013-05-20,176.0
2013-05-21,179.9
2013-05-22,175.7
2013-05-23,175.25
2013-05-24,176.0
2013-05-27,175.2
2013-05-28,172.0
2013-05-29,173.0
2013-05-30,172.9
2013-05-31,171.2
2013-06-03,166.75
2013-06-04,170.0
2013-06-05,167.05
2013-06-06,169.0
2013-06-07,168.0
2013-06-10,169.0
2013-06-11,169.0
2013-06-12,165.15
2013-06-13,165.0
2013-06-14,167.0
2013-06-17,166.9
2013-06-18,161.45
2013-06-19,164.95
2013-06-20,164.0
2013-06-21,165.0
2013-06-24,163.0
2013-06-25,161.6
2013-06-26,161.25
2013-06-27,160.15
2013-06-28,160.05
2013-07-01,161.2
2013-07-02,164.0
2013-07-03,164.0
2013-07-04,162.0
2013-07-05,160.5
2013-07-08,160.0
2013-07-09,160.0
2013-07-10,160.05
2013-07-11,160.0
2013-07-12,160.0
2013-07-15,165.8
2013-07-16,160.2
2013-07-17,165.25
2013-07-18,163.55
2013-07-19,163.0
2013-07-22,166.3
2013-07-23,157.0
2013-07-24,164.95
2013-07-25,157.6
2013-07-26,158.0
2013-07-29,157.0
2013-07-31,157.05
2013-08-01,157.0
2013-08-02,157.0
2013-08-05,159.0
2013-08-06,158.9
2013-08-07,150.1
2013-08-08,151.1
2013-08-12,152.0
2013-08-13,158.0
2013-08-15,157.8
2013-08-16,154.95
2013-08-19,151.25
2013-08-22,152.0
2013-08-23,157.55
2013-08-26,152.0
2013-08-27,152.0
2013-08-28,150.0
2013-08-29,145.0
2013-08-30,159.5
2013-09-02,175.45
2013-09-03,185.85
2013-09-04,179.0
2013-09-05,180.0
2013-09-06,184.45
2013-09-09,181.95
2013-09-10,181.9
2013-09-11,171.0
2013-09-12,176.0
2013-09-13,169.0
2013-09-16,170.0
2013-09-17,170.0
2013-09-18,173.0
2013-09-19,173.0
2013-09-20,162.7
2013-09-23,172.35
2013-09-24,168.95
2013-09-25,168.0
2013-09-26,159.3
2013-09-27,175.2
2013-09-30,177.0
2013-10-01,176.95
2013-10-02,168.05
2013-10-03,178.1
2013-10-04,188.75
2013-10-07,194.95
2013-10-08,202.9
2013-10-09,200.0
2013-10-10,203.5
2013-10-11,197.55
2013-10-14,206.0
2013-10-15,204.95
2013-10-21,206.0
2013-10-22,198.6
2013-10-23,207.85
2013-10-24,202.0
2013-10-25,205.3
2013-10-28,201.5
2013-10-29,198.5
2013-10-30,203.5
2013-10-31,203.0
2013-11-01,202.9
2013-11-04,201.9
2013-11-07,201.8
2013-11-08,196.0
2013-11-11,191.1
2013-11-12,195.0
2013-11-13,196.0
2013-11-14,188.1
2013-11-15,195.0
2013-11-19,189.05
2013-11-20,190.0
2013-11-21,189.25
2013-11-22,189.0
2013-11-25,187.6
2013-11-26,185.0
2013-11-27,184.5
2013-11-28,181.25
2013-11-29,178.5
2013-12-02,177.0
2013-12-03,176.5
2013-12-04,173.25
2013-12-05,173.55
2013-12-06,171.0
2013-12-09,171.2
2013-12-10,170.5
2013-12-11,171.2
2013-12-12,172.2
2013-12-13,171.5
2013-12-16,171.5
2013-12-17,171.0
2013-12-18,171.0
2013-12-19,169.1
2013-12-20,169.1
2013-12-23,168.0
2013-12-24,166.0
2013-12-25,165.0
2013-12-26,168.0
2013-12-27,169.0
2013-12-30,165.2
2013-12-31,166.0
2014-01-02,166.0
2014-01-03,172.95
2014-01-06,172.9
2014-01-07,167.15
2014-01-08,167.3
2014-01-09,168.0
2014-01-10,166.0
2014-01-13,171.5
2014-01-16,170.7
2014-01-17,169.75
2014-01-20,167.0
2014-01-21,171.9
2014-01-22,189.05
2014-01-23,203.2
2014-01-24,195.75
2014-01-27,191.5
2014-01-28,193.95
2014-01-29,212.0
2014-01-30,209.3
2014-01-31,216.25
2014-02-03,210.1
2014-02-04,205.5
2014-02-05,203.55
2014-02-06,199.15
2014-02-07,207.4
2014-02-10,208.0
2014-02-11,200.6
2014-02-12,204.75
2014-02-13,202.1
2014-02-14,205.0
2014-02-17,210.0
2014-02-18,211.0
2014-02-19,208.0
2014-02-20,210.0
2014-02-21,210.0
2014-02-24,220.0
2014-02-25,224.9
2014-02-26,235.0
2014-02-27,240.0
2014-02-28,225.6
2014-03-03,225.0
2014-03-04,224.15
2014-03-05,237.55
2014-03-06,240.0
2014-03-07,248.0
2014-03-10,256.5
2014-03-11,263.8
2014-03-12,253.1
2014-03-13,250.0
2014-03-14,248.0
2014-03-17,255.0
2014-03-18,256.3
2014-03-19,260.0
2014-03-20,252.15
2014-03-21,251.1
2014-03-24,250.0
2014-03-25,253.0
2014-03-26,245.0
2014-03-27,251.95
2014-03-28,267.05
2014-03-31,280.0
2014-04-01,280.0
2014-04-02,293.1
2014-04-03,300.0
2014-04-04,305.25
2014-04-07,300.0
2014-04-08,296.0
2014-04-09,295.15
2014-04-10,300.0
2014-04-11,300.0
2014-04-14,291.0
2014-04-15,292.95
2014-04-16,290.05
2014-04-17,295.0
2014-04-18,312.6
2014-04-21,322.5
2014-04-22,303.15
2014-04-23,309.0
2014-04-24,319.0
2014-04-25,323.0
2014-04-28,314.05
2014-04-29,310.0
2014-04-30,319.0
2014-05-02,314.2
2014-05-05,320.0
2014-05-06,323.0
2014-05-07,320.0
2014-05-08,320.0
2014-05-09,321.9
2014-05-12,312.0
2014-05-13,306.2
2014-05-14,304.7
2014-05-15,312.95
2014-05-16,317.95
2014-05-19,322.0
2014-05-20,324.0
2014-05-21,318.0
2014-05-22,314.05
2014-05-23,318.9
2014-05-26,314.0
2014-05-27,318.95
2014-05-28,319.0
2014-05-29,314.1
2014-05-30,314.0
2014-06-02,320.0
2014-06-03,315.35
2014-06-04,319.95
2014-06-05,315.1
2014-06-06,314.15
2014-06-09,318.95
2014-06-10,314.1
2014-06-11,314.0
2014-06-12,318.95
2014-06-13,314.0
2014-06-16,314.0
2014-06-17,308.1
2014-06-18,307.0
2014-06-19,307.35
2014-06-20,318.0
2014-06-23,317.0
2014-06-24,312.0
2014-06-25,306.0
2014-06-26,305.1
2014-06-27,299.0
2014-06-30,301.85
2014-07-01,300.0
2014-07-02,293.2
2014-07-03,298.0
2014-07-04,290.1
2014-07-07,295.9
2014-07-08,293.0
2014-07-09,294.95
2014-07-10,300.0
2014-07-11,298.85
2014-07-14,295.0
2014-07-15,293.0
2014-07-16,298.1
2014-07-17,295.0
2014-07-18,294.1
2014-07-21,298.0
2014-07-22,292.2
2014-07-23,300.0
2014-07-24,297.05
2014-07-25,305.0
2014-07-31,294.05
2014-08-01,303.0
2014-08-04,302.95
2014-08-05,300.5
2014-08-06,302.0
2014-08-07,301.0
2014-08-08,309.0
2014-08-11,319.0
2014-08-12,311.0
2014-08-13,320.0
2014-08-15,320.05
2014-08-18,319.0
2014-08-19,315.0
2014-08-22,314.5
2014-08-25,310.0
2014-08-26,319.0
2014-08-27,317.0
2014-08-28,317.0
2014-08-29,321.0
2014-09-01,319.95
2014-09-02,313.0
2014-09-03,310.0
2014-09-04,315.0
2014-09-05,311.0
2014-09-08,312.0
2014-09-09,314.0
2014-09-10,320.0
2014-09-11,317.05
2014-09-12,320.0
2014-09-15,325.1
2014-09-16,326.0
2014-09-17,323.05
2014-09-18,329.7
2014-09-19,325.0
2014-09-22,327.0
2014-09-23,323.9
2014-09-24,321.25
2014-09-25,322.0
2014-09-26,327.0
2014-09-29,325.0
2014-09-30,292.5
2014-10-01,263.25
2014-10-02,267.0
2014-10-03,273.3
2014-10-07,282.0
2014-10-08,288.0
2014-10-09,287.0
2014-10-10,269.8
2014-10-13,277.4
2014-10-14,268.1
2014-10-15,270.0
2014-10-16,270.0
2014-10-17,270.0
2014-10-20,264.0
2014-10-21,263.5
2014-10-22,260.0
2014-10-23,260.5
2014-10-24,264.0
2014-10-27,255.5
2014-10-28,251.0
2014-10-29,254.0
2014-10-30,257.7
2014-10-31,261.7
2014-11-03,256.2
2014-11-04,264.0
2014-11-05,262.45
2014-11-07,261.0
2014-11-10,259.7
2014-11-11,257.0
2014-11-12,252.0
2014-11-13,253.6
2014-11-14,248.4
2014-11-17,241.05
2014-11-19,241.2
2014-11-20,242.3
2014-11-21,232.0
2014-11-24,234.2
2014-11-25,240.0
2014-11-26,235.0
2014-11-27,227.8
2014-11-28,222.0
2014-12-01,231.65
2014-12-02,224.0
2014-12-03,222.0
2014-12-04,222.05
2014-12-05,228.0
2014-12-08,222.0
2014-12-09,229.95
2014-12-10,237.95
2014-12-11,223.75
2014-12-12,216.05
2014-12-15,225.0
2014-12-16,216.1
2014-12-17,217.3
2014-12-18,216.0
2014-12-19,210.0
2014-12-22,210.0
2014-12-23,214.0
2014-12-24,213.5
2014-12-25,212.95
2014-12-26,200.2
2014-12-29,205.0
2014-12-30,202.1
2014-12-31,206.9
2015-01-02,202.0
2015-01-06,206.0
2015-01-07,202.95
2015-01-08,205.95
2015-01-09,207.0
2015-01-12,207.0
2015-01-13,219.0
2015-01-14,232.1
2015-01-15,243.0
2015-01-16,228.45
2015-01-19,237.0
2015-01-20,223.0
2015-01-21,234.0
2015-01-22,224.0
2015-01-23,215.0
2015-01-26,213.25
2015-01-27,215.0
2015-01-28,215.0
2015-01-29,223.0
2015-01-30,220.0
2015-02-02,219.0
2015-02-03,215.0
2015-02-04,219.5
2015-02-05,219.5
2015-02-06,220.0
2015-02-09,220.0
2015-02-10,219.9
2015-02-11,219.9
2015-02-12,219.0
2015-02-13,213.1
2015-02-16,213.1
2015-02-17,213.1
2015-02-18,213.1
2015-02-19,213.1
2015-02-20,213.1
2015-02-23,213.1
2015-02-24,213.1
2015-02-25,213.1
2015-02-26,213.1
2015-02-27,213.1
2015-03-02,213.1
2015-03-03,213.1
2015-03-04,213.1
2015-03-05,213.1
2015-03-06,213.1
2015-03-09,191.8
2015-03-10,172.65
2015-03-11,155.4
2015-03-12,151.95
2015-03-13,151.65
2015-03-16,152.0
2015-03-17,151.0
2015-03-18,146.0
2015-03-19,152.0
2015-03-20,146.0
2015-03-23,142.0
2015-03-24,148.0
2015-03-25,144.2
2015-03-26,148.05
2015-03-27,148.0
2015-03-30,149.95
2015-03-31,135.0
2015-04-01,136.95
2015-04-02,137.0
2015-04-03,139.0
2015-04-06,141.35
2015-04-07,136.0
2015-04-08,135.0
2015-04-09,133.2
2015-04-10,133.3
2015-04-13,133.2
2015-04-14,132.0
2015-04-15,132.85
2015-04-16,132.85
2015-04-17,133.0
2015-04-20,134.1
2015-04-21,133.2
2015-04-22,136.0
2015-04-23,134.05
2015-04-24,133.55
2015-04-27,136.95
2015-04-28,137.95
2015-04-29,135.15
2015-04-30,140.0
2015-05-04,134.1
2015-05-05,133.2
2015-05-06,133.15
2015-05-07,133.0
2015-05-08,132.55
2015-05-11,134.95
2015-05-12,127.15
2015-05-13,128.0
2015-05-14,130.1
2015-05-15,133.45
2015-05-18,133.35
2015-05-19,131.0
2015-05-20,131.2
2015-05-21,128.0
2015-05-22,135.45
2015-05-25,134.7
2015-05-26,128.2
2015-05-27,128.05
2015-05-28,128.0
2015-05-29,128.0
2015-06-01,128.0
2015-06-02,129.95
2015-06-03,130.0
2015-06-04,126.15
2015-06-05,128.0
2015-06-08,120.65
2015-06-09,127.2
2015-06-10,126.0
2015-06-11,125.0
2015-06-12,124.0
2015-06-15,118.0
2015-06-16,122.55
2015-06-17,119.1
2015-06-18,120.0
2015-06-19,120.55
2015-06-22,120.6
2015-06-23,120.1
2015-06-24,123.95
2015-06-25,131.35
2015-06-26,129.0
2015-06-29,121.6
2015-06-30,121.55
2015-07-01,121.5
2015-07-02,121.5
2015-07-03,125.95
2015-07-06,117.0
2015-07-07,120.0
2015-07-08,119.85
2015-07-09,119.8
2015-07-10,113.5
2015-07-13,115.0
2015-07-14,113.5
2015-07-15,115.0
2015-07-16,110.0
2015-07-20,115.45
2015-07-21,115.45
2015-07-22,109.6
2015-07-23,110.1
2015-07-24,110.05
2015-07-27,108.55
2015-07-28,113.0
2015-07-29,119.7
2015-07-31,125.7
2015-08-03,124.0
2015-08-04,124.95
2015-08-05,117.95
2015-08-06,117.6
2015-08-07,117.95
2015-08-10,115.0
2015-08-11,118.0
2015-08-12,111.1
2015-08-13,111.0
2015-08-17,112.05
2015-08-18,115.85
2015-08-19,117.5
2015-08-24,111.85
2015-08-25,112.0
2015-08-26,111.95
2015-08-27,116.0
2015-08-28,113.0
2015-08-31,112.35
2015-09-01,111.9
2015-09-02,111.05
2015-09-03,110.7
2015-09-04,105.0
2015-09-07,104.1
2015-09-08,104.15
2015-09-09,104.6
2015-09-10,110.8
2015-09-11,105.0
2015-09-14,106.0
2015-09-15,106.0
2015-09-16,106.5
2015-09-17,105.55
2015-09-18,111.0
2015-09-21,105.55
2015-09-22,111.8
2015-09-23,111.85
2015-09-28,112.0
2015-09-29,108.0
2015-09-30,104.5
2015-10-01,108.0
2015-10-02,102.05
2015-10-05,102.05
2015-10-06,105.95
2015-10-07,101.5
2015-10-08,100.9
2015-10-09,95.0
2015-10-12,98.9
2015-10-13,96.0
2015-10-14,92.1
2015-10-16,90.15
2015-10-19,86.16
2015-10-20,86.16
2015-10-21,91.32
2015-10-22,96.79
2015-10-23,97.8
2015-10-26,101.65
2015-10-27,97.0
2015-10-28,100.0
2015-10-29,105.95
2015-10-30,108.85
2015-11-02,107.85
2015-11-03,104.85
2015-11-04,101.3
2015-11-05,102.0
2015-11-09,102.8
2015-11-10,105.0
2015-11-11,103.0
2015-11-12,103.0
2015-11-13,106.8
2015-11-16,101.6
2015-11-17,104.95
2015-11-19,98.82
2015-11-20,103.9
2015-11-23,105.0
2015-11-24,106.45
2015-11-25,106.25
2015-11-26,100.4
2015-11-27,105.45
2015-11-30,100.0
2015-12-01,102.0
2015-12-02,101.95
2015-12-03,96.06
2015-12-04,90.51
2015-12-07,93.0
2015-12-08,90.0
2015-12-09,94.8
2015-12-10,89.12
2015-12-11,85.5
2015-12-14,85.5
2015-12-15,85.5
2015-12-16,86.1
2015-12-17,86.9
2015-12-18,81.69
2015-12-21,80.0
2015-12-22,76.25
2015-12-23,76.1
2015-12-28,76.0
2015-12-29,79.8
2015-12-30,80.99
2015-12-31,80.0
2016-01-04,82.1
2016-01-05,85.1
2016-01-06,90.2
2016-01-07,95.61
2016-01-08,96.5
2016-01-12,91.0
2016-01-13,91.5
2016-01-14,91.0
2016-01-15,91.0
2016-01-18,87.51
2016-01-19,86.5
2016-01-20,81.31
2016-01-21,86.18
2016-01-22,82.0
2016-01-25,80.65
2016-01-26,78.14
2016-01-27,78.14
2016-01-28,78.2
2016-01-29,80.0
2016-02-01,80.0
2016-02-02,80.0
2016-02-03,81.0
2016-02-04,80.1
2016-02-05,76.5
2016-02-08,75.3
2016-02-09,79.81
2016-02-10,79.7
2016-02-11,79.99
2016-02-12,77.6
2016-02-15,77.06
2016-02-16,81.5
2016-02-17,78.6
2016-02-18,86.46
2016-02-19,87.2
2016-02-22,87.0
2016-02-23,86.0
2016-02-24,85.9
2016-02-25,81.0
2016-02-26,77.05
2016-02-29,80.98
2016-03-01,80.4
2016-03-02,79.5
2016-03-03,81.0
2016-03-04,77.5
2016-03-07,80.0
2016-03-08,75.4
2016-03-09,75.6
2016-03-10,75.68
2016-03-11,75.5
2016-03-14,75.3
2016-03-15,76.99
2016-03-16,79.78
2016-03-17,79.49
2016-03-18,77.0
2016-03-21,79.74
2016-03-22,76.54
2016-03-23,76.5
2016-03-24,77.0
2016-03-25,76.0
2016-03-28,76.03
2016-03-29,72.0
2016-03-30,72.08
2016-03-31,71.05
2016-04-01,71.51
2016-04-04,75.5
2016-04-05,73.83
2016-04-06,75.89
2016-04-07,72.5
2016-04-08,71.1
2016-04-11,71.5
2016-04-12,73.49
2016-04-13,71.5
2016-04-14,72.01
2016-04-15,73.16
2016-04-18,71.05
2016-04-19,73.0
2016-04-20,71.4
2016-04-21,71.4
2016-04-22,72.92
2016-04-25,72.31
2016-04-26,73.0
2016-04-27,73.0
2016-04-28,73.0
2016-04-29,72.07
2016-05-02,72.53
2016-05-03,74.0
2016-05-04,77.5
2016-05-05,79.0
2016-05-06,75.19
2016-05-09,76.0
2016-05-10,83.6
2016-05-11,91.96
2016-05-12,95.49
2016-05-13,100.1
2016-05-16,96.76
2016-05-17,91.99
2016-05-18,86.51
2016-05-19,87.2
2016-05-20,88.5
2016-05-23,86.5
2016-05-24,87.0
2016-05-25,88.5
2016-05-26,88.0
2016-05-27,89.99
2016-05-30,86.5
2016-05-31,87.1
2016-06-01,86.5
2016-06-02,88.1
2016-06-03,87.95
2016-06-06,87.95
2016-06-07,87.5
2016-06-08,85.05
2016-06-09,85.05
2016-06-10,84.3
2016-06-13,83.5
2016-06-14,83.2
2016-06-15,83.13
2016-06-16,83.13
2016-06-17,83.0
2016-06-20,84.0
2016-06-21,81.21
2016-06-22,81.2
2016-06-23,81.0
2016-06-24,82.0
2016-06-27,81.26
2016-06-28,81.0
2016-06-29,81.2
2016-06-30,83.0
2016-07-01,83.5
2016-07-04,81.5
2016-07-05,81.17
2016-07-11,81.17
2016-07-12,85.95
2016-07-13,87.8
2016-07-14,82.54
2016-07-15,87.25
2016-07-18,83.0
2016-07-19,82.0
2016-07-20,81.0
2016-07-21,83.0
2016-07-22,82.0
2016-07-25,82.1
2016-07-26,81.51
2016-07-27,81.2
2016-07-28,84.0
2016-07-29,83.69
2016-08-01,85.99
2016-08-02,82.0
2016-08-03,84.0
2016-08-04,81.0
2016-08-05,80.5
2016-08-08,80.55
2016-08-09,83.84
2016-08-10,80.4
2016-08-11,83.45
2016-08-12,80.8
2016-08-15,80.31
2016-08-16,83.0
2016-08-17,80.03
2016-08-18,81.0
2016-08-19,80.0
2016-08-22,79.5
2016-08-23,79.5
2016-08-24,79.0
2016-08-25,79.03
2016-08-26,81.5
2016-08-29,79.4
2016-08-30,83.0
2016-08-31,82.99
2016-09-01,82.98
2016-09-02,83.0
2016-09-05,80.0
2016-09-06,80.02
2016-09-07,83.0
2016-09-08,83.0
2016-09-09,84.0
2016-09-14,80.81
2016-09-15,81.0
2016-09-16,80.7
2016-09-19,80.7
2016-09-20,80.5
2016-09-21,78.0
2016-09-22,78.5
2016-09-23,81.8
2016-09-26,79.5
2016-09-27,79.0
2016-09-28,80.0
2016-09-29,81.58
2016-09-30,84.99
2016-10-04,87.0
2016-10-05,94.9
2016-10-06,93.01
2016-10-07,92.1
2016-10-10,91.0
2016-10-11,87.0
2016-10-12,88.0
2016-10-13,87.0
2016-10-14,88.0
2016-10-17,88.0
2016-10-18,89.2
2016-10-19,95.7
2016-10-20,92.5
2016-10-21,91.21
2016-10-24,92.0
2016-10-25,92.0
2016-10-26,91.5
2016-10-27,89.22
2016-10-28,91.0
2016-10-31,91.1
2016-11-01,91.0
2016-11-02,93.8
2016-11-03,93.9
2016-11-04,93.9
2016-11-07,94.0
2016-11-08,94.0
2016-11-09,91.0
2016-11-10,92.0
2016-11-11,93.0
2016-11-14,93.0
2016-11-15,91.2
2016-11-16,100.3
2016-11-17,110.3
2016-11-21,121.3
2016-11-22,133.4
2016-11-23,125.2
2016-11-24,112.7
2016-11-25,101.45
2016-11-28,111.5
2016-11-29,122.6
2016-11-30,130.8
2016-12-01,129.0
2016-12-02,129.0
2016-12-05,127.5
2016-12-06,124.05
2016-12-07,124.95
2016-12-08,124.85
2016-12-09,120.7
2016-12-14,124.5
2016-12-15,122.1
2016-12-16,124.9
2016-12-19,124.95
2016-12-20,123.35
2016-12-21,120.0
2016-12-22,131.95
2016-12-23,145.1
2016-12-26,159.6
2016-12-27,158.15
2016-12-28,170.1
2016-12-29,172.0
2016-12-30,163.5
2017-01-02,172.3
2017-01-03,178.8
2017-01-04,186.6
2017-01-05,205.25
2017-01-06,214.0
2017-01-09,230.0
2017-01-10,250.0
2017-01-12,274.95
2017-01-13,280.0
2017-01-16,300.0
2017-01-17,313.85
2017-01-18,293.0
2017-01-19,263.75
2017-01-20,237.4
2017-01-23,241.1
2017-01-24,265.2
2017-01-25,280.0
2017-01-26,282.0
2017-01-27,276.35
2017-01-30,262.5
2017-01-31,250.0
2017-02-01,232.1
2017-02-02,255.3
2017-02-03,252.1
2017-02-06,254.0
2017-02-07,279.35
2017-02-08,307.25
2017-02-09,317.9
2017-02-10,349.65
2017-02-13,375.0
2017-02-14,355.0
2017-02-15,390.45
2017-02-16,398.0
2017-02-17,376.0
2017-02-20,390.0
2017-02-21,405.0
2017-02-22,385.0
2017-02-23,346.9
2017-02-24,360.1
2017-02-27,390.0
2017-02-28,380.0
2017-03-01,379.0
2017-03-02,372.0
2017-03-03,366.0
2017-03-06,365.0
2017-03-07,353.0
2017-03-08,360.0
2017-03-09,364.9
2017-03-10,362.45
2017-03-13,357.0
2017-03-14,365.9
2017-03-15,366.8
2017-03-16,361.5
2017-03-17,358.1
2017-03-20,360.0
2017-03-21,352.05
2017-03-22,342.6
2017-03-23,325.0
2017-03-24,329.5
2017-03-27,353.0
2017-03-28,347.0
2017-03-29,351.0
2017-03-30,338.0
2017-03-31,315.0
2017-04-03,307.0
2017-04-04,307.0
2017-04-05,307.05
2017-04-06,311.0
2017-04-07,315.9
2017-04-10,325.0
2017-04-11,324.1
2017-04-12,324.8
2017-04-13,320.0
2017-04-14,318.0
2017-04-17,329.0
2017-04-18,349.0
2017-04-19,356.0
2017-04-20,351.5
2017-04-21,340.0
2017-04-24,341.0
2017-04-25,347.5
2017-04-26,350.0
2017-04-27,384.95
2017-04-28,382.95
2017-05-02,400.0
2017-05-03,400.0
2017-05-04,393.0
2017-05-05,389.0
2017-05-08,393.3
2017-05-09,395.0
2017-05-10,395.0
2017-05-11,394.5
2017-05-12,385.0
2017-05-15,389.9
2017-05-16,384.8
2017-05-17,388.0
2017-05-18,388.0
2017-05-19,380.0
2017-05-22,380.0
2017-05-23,387.0
2017-05-24,379.4
2017-05-25,379.6
2017-05-26,378.0
2017-05-29,359.0
2017-05-30,370.0
2017-05-31,368.8
2017-06-01,367.0
2017-06-02,371.8
2017-06-05,371.8
2017-06-06,371.85
2017-06-07,380.0
2017-06-08,379.8
2017-06-09,370.0
2017-06-12,369.0
2017-06-13,365.35
2017-06-14,373.0
2017-06-15,370.1
2017-06-16,375.0
2017-06-19,374.95
2017-06-20,369.25
2017-06-21,368.2
2017-06-22,381.8
2017-06-23,389.9
2017-06-28,387.0
2017-06-29,391.0
2017-06-30,401.0
2017-07-03,405.4
2017-07-04,445.9
2017-07-05,443.2
2017-07-06,436.6
2017-07-07,435.0
2017-07-10,434.7
2017-07-11,435.0
2017-07-12,452.0
2017-07-13,467.5
2017-07-14,514.2
2017-07-17,541.5
2017-07-18,537.3
2017-07-19,530.0
2017-07-20,525.0
2017-07-21,526.0
2017-07-24,548.0
2017-07-25,560.0
2017-07-26,570.1
2017-07-27,560.1
2017-07-28,560.0
2017-07-31,555.0
2017-08-01,546.0
2017-08-02,555.9
2017-08-03,569.0
2017-08-04,579.9
2017-08-07,584.8
2017-08-08,600.0
2017-08-09,610.2
2017-08-10,630.0
2017-08-11,620.0
2017-08-15,605.1
2017-08-16,605.0
2017-08-17,581.0
2017-08-18,561.1
2017-08-22,564.5
2017-08-23,577.0
2017-08-24,615.0
2017-08-25,616.0
2017-08-28,637.0
2017-08-29,660.2
2017-08-30,690.0
2017-08-31,690.0
2017-09-04,675.0
2017-09-05,682.0
2017-09-06,714.5
2017-09-07,714.0
2017-09-08,701.0
2017-09-11,690.0
2017-09-12,676.0
2017-09-13,678.0
2017-09-14,690.0
2017-09-15,689.0
2017-09-18,684.0
2017-09-19,673.0
2017-09-20,655.0
2017-09-21,640.0
2017-09-25,618.0
2017-09-26,590.1
2017-09-27,599.7
2017-09-28,608.1
2017-09-29,605.0
2017-10-02,620.0
2017-10-03,673.0
2017-10-04,712.0
2017-10-05,710.0
2017-10-06,702.9
2017-10-09,713.6
2017-10-10,700.0
2017-10-11,695.0
2017-10-12,685.0
2017-10-13,670.0
2017-10-16,660.0
2017-10-17,636.0
2017-10-18,649.0
2017-10-19,660.0
2017-10-20,669.0
2017-10-23,670.0
2017-10-24,663.0
2017-10-25,650.0
2017-10-26,650.0
2017-10-27,650.0
2017-10-30,644.2
2017-10-31,642.1
2017-11-01,660.0
2017-11-02,660.0
2017-11-03,650.0
2017-11-07,658.0
2017-11-08,650.0
2017-11-09,640.0
2017-11-10,655.0
2017-11-13,661.0
2017-11-14,677.9
2017-11-15,661.0
2017-11-16,668.9
2017-11-17,660.0
2017-11-20,666.0
2017-11-21,664.9
2017-11-22,659.5
2017-11-23,656.0
2017-11-24,653.0
2017-11-27,652.7
2017-11-28,638.0
2017-11-29,645.0
2017-11-30,600.0
2017-12-04,563.1
2017-12-05,578.0
2017-12-06,545.0
2017-12-07,567.9
2017-12-08,599.9
2017-12-11,585.2
2017-12-12,599.0
2017-12-13,605.0
2017-12-14,603.8
2017-12-15,590.0
2017-12-18,589.8
2017-12-19,593.0
2017-12-20,580.0
2017-12-21,565.0
2017-12-22,565.0
2017-12-25,567.0
2017-12-26,560.0
2017-12-27,568.0
2017-12-28,560.0
2017-12-29,568.0
2018-01-02,579.0
2018-01-03,636.8
2018-01-04,637.5
