date,LHM
2006-04-14,1044.545
2006-04-17,1044.545
2006-04-18,1090.091
2006-04-19,1075.909
2006-04-20,1050.273
2006-04-24,1077.273
2006-04-26,1090.909
2006-04-27,1095.545
2006-04-28,1095.545
2006-05-02,1095.0
2006-05-03,1092.273
2006-05-04,1092.273
2006-05-05,1145.454
2006-05-08,1200.0
2006-05-09,1224.545
2006-05-10,1145.454
2006-05-11,1145.454
2006-05-12,1104.545
2006-05-15,1077.273
2006-05-16,1047.0
2006-05-17,1036.364
2006-05-18,1035.545
2006-05-19,1022.727
2006-05-22,961.364
2006-05-23,916.364
2006-05-24,927.273
2006-05-25,970.909
2006-05-26,927.273
2006-05-29,927.273
2006-05-30,927.273
2006-05-31,960.0
2006-06-01,973.636
2006-06-02,976.364
2006-06-06,922.091
2006-06-07,919.364
2006-06-08,910.636
2006-06-09,910.636
2006-06-12,910.636
2006-06-13,908.182
2006-06-14,943.364
2006-06-15,973.636
2006-06-16,977.454
2006-06-19,981.818
2006-06-20,968.182
2006-06-21,973.636
2006-06-22,954.545
2006-06-23,981.818
2006-06-26,981.818
2006-06-28,1000.364
2006-06-29,1005.818
2006-06-30,1050.0
2006-07-04,1066.364
2006-07-05,1066.364
2006-07-06,1077.273
2006-07-07,1078.909
2006-07-10,1077.273
2006-07-11,1080.0
2006-07-12,1080.0
2006-07-13,1080.0
2006-07-14,1079.727
2006-07-17,1077.273
2006-07-19,1074.545
2006-07-20,1071.818
2006-07-21,1069.091
2006-07-25,1071.818
2006-07-26,1063.636
2006-07-28,1063.636
2006-07-31,1068.545
2006-08-01,1068.545
2006-08-03,1063.636
2006-08-07,1063.636
2006-08-08,1090.909
2006-08-09,1090.909
2006-08-10,1093.636
2006-08-15,1118.182
2006-08-16,1183.636
2006-08-17,1183.636
2006-08-18,1178.182
2006-08-22,1178.182
2006-08-23,1200.0
2006-08-24,1213.636
2006-08-25,1227.273
2006-08-28,1268.182
2006-08-29,1267.636
2006-08-30,1227.273
2006-08-31,1241.182
2006-09-01,1241.182
2006-09-06,1240.909
2006-09-07,1240.909
2006-09-08,1240.909
2006-09-11,1254.545
2006-09-12,1232.727
2006-09-13,1254.545
2006-09-14,1254.545
2006-09-15,1254.545
2006-09-18,1254.545
2006-09-20,1227.273
2006-09-21,1230.273
2006-09-22,1249.091
2006-09-26,1249.091
2006-09-27,1227.273
2006-09-29,1205.454
2006-10-02,1206.818
2006-10-03,1203.273
2006-10-04,1216.636
2006-10-05,1205.454
2006-10-06,1203.0
2006-10-10,1202.727
2006-10-13,1197.273
2006-10-16,1126.364
2006-10-17,1145.454
2006-10-18,1152.273
2006-10-19,1159.091
2006-10-20,1159.091
2006-10-23,1161.818
2006-10-26,1172.727
2006-10-27,1172.727
2006-10-30,1172.727
2006-10-31,1167.273
2006-11-01,1172.727
2006-11-02,1172.727
2006-11-08,1172.727
2006-11-09,1148.727
2006-11-10,1145.454
2006-11-14,1159.091
2006-11-16,1140.0
2006-11-17,1145.454
2006-11-20,1145.454
2006-11-21,1131.818
2006-11-22,1131.818
2006-11-23,1104.818
2006-11-24,1104.545
2006-11-27,1092.818
2006-11-28,1093.636
2006-11-29,1093.636
2006-11-30,1093.636
2006-12-01,1093.636
2006-12-04,1090.909
2006-12-05,1090.909
2006-12-06,1090.909
2006-12-07,1096.364
2006-12-08,1145.454
2006-12-11,1144.909
2006-12-12,1145.454
2006-12-13,1145.454
2006-12-14,1126.364
2006-12-15,1121.454
2006-12-18,1090.909
2006-12-19,1090.909
2006-12-20,1090.909
2006-12-21,1090.909
2006-12-22,1090.909
2006-12-26,1036.364
2006-12-27,1038.0
2006-12-28,1040.727
2006-12-29,1040.454
2007-01-02,1090.091
2007-01-03,1116.818
2007-01-04,1116.818
2007-01-05,1123.636
2007-01-08,1156.091
2007-01-09,1141.636
2007-01-10,1152.273
2007-01-12,1159.091
2007-01-15,1159.091
2007-01-16,1159.364
2007-01-17,1172.727
2007-01-19,1164.545
2007-01-22,1165.909
2007-01-24,1172.727
2007-01-25,1181.182
2007-01-26,1213.364
2007-01-29,1227.273
2007-01-30,1243.909
2007-01-31,1279.091
2007-02-01,1228.636
2007-02-02,1228.909
2007-02-05,1281.818
2007-02-06,1287.0
2007-02-07,1309.091
2007-02-08,1306.364
2007-02-09,1309.091
2007-02-12,1310.454
2007-02-13,1335.0
2007-02-14,1360.909
2007-02-15,1363.636
2007-02-16,1445.454
2007-02-19,1497.273
2007-02-20,1418.182
2007-02-21,1350.0
2007-02-22,1295.727
2007-02-23,1298.182
2007-02-26,1330.909
2007-02-27,1336.364
2007-02-28,1350.0
2007-03-01,1336.636
2007-03-02,1374.545
2007-03-05,1396.364
2007-03-06,1426.364
2007-03-07,1445.454
2007-03-08,1500.0
2007-03-09,1450.909
2007-03-12,1450.909
2007-03-13,1459.091
2007-03-14,1459.091
2007-03-15,1461.818
2007-03-19,1486.364
2007-03-20,1500.0
2007-03-21,1500.0
2007-03-22,1513.636
2007-03-23,1513.636
2007-03-26,1527.273
2007-03-27,1527.273
2007-03-29,1546.363
2007-03-30,1540.909
2007-04-03,1540.909
2007-04-04,1538.182
2007-04-05,1535.454
2007-04-06,1540.909
2007-04-09,1540.909
2007-04-10,1540.909
2007-04-11,1540.909
2007-04-12,1568.182
2007-04-13,1581.818
2007-04-16,1590.0
2007-04-17,1682.727
2007-04-18,1718.182
2007-04-19,1764.545
2007-04-20,1734.545
2007-04-23,1745.454
2007-04-24,1745.454
2007-04-25,1748.182
2007-04-26,1680.0
2007-04-27,1677.273
2007-04-30,1742.727
2007-05-02,1737.273
2007-05-03,1772.727
2007-05-04,1772.727
2007-05-07,1775.454
2007-05-08,1767.273
2007-05-09,1723.636
2007-05-10,1622.727
2007-05-11,1527.273
2007-05-14,1437.273
2007-05-15,1396.364
2007-05-16,1445.454
2007-05-17,1505.454
2007-05-18,1475.454
2007-05-21,1554.545
2007-05-22,1570.909
2007-05-23,1554.545
2007-05-24,1483.636
2007-05-25,1494.545
2007-05-28,1491.818
2007-05-29,1491.818
2007-05-30,1524.545
2007-05-31,1603.636
2007-06-01,1606.363
2007-06-04,1554.545
2007-06-05,1606.363
2007-06-06,1606.363
2007-06-07,1595.454
2007-06-08,1581.818
2007-06-11,1590.0
2007-06-12,1570.909
2007-06-13,1554.545
2007-06-14,1527.273
2007-06-15,1486.364
2007-06-18,1486.364
2007-06-19,1486.364
2007-06-20,1500.0
2007-06-22,1500.0
2007-06-25,1502.727
2007-06-26,1489.091
2007-06-28,1527.273
2007-06-29,1527.273
2007-07-02,1500.0
2007-07-03,1500.0
2007-07-06,1527.273
2007-07-09,1513.636
2007-07-10,1486.364
2007-07-11,1472.727
2007-07-12,1472.727
2007-07-13,1500.0
2007-07-16,1494.545
2007-07-17,1494.545
2007-07-18,1486.364
2007-07-19,1486.364
2007-07-23,1467.273
2007-07-27,1470.0
2007-07-31,1500.0
2007-08-01,1475.454
2007-08-02,1554.545
2007-08-03,1592.727
2007-08-06,1581.818
2007-08-07,1587.273
2007-08-08,1581.818
2007-08-10,1628.182
2007-08-13,1636.363
2007-08-15,1581.818
2007-08-16,1540.909
2007-08-17,1540.909
2007-08-23,1609.091
2007-08-24,1603.636
2007-08-27,1598.182
2007-08-28,1598.182
2007-08-29,1598.182
2007-08-30,1598.182
2007-08-31,1581.818
2007-09-03,1622.727
2007-09-04,1609.091
2007-09-05,1595.454
2007-09-06,1554.545
2007-09-07,1549.091
2007-09-10,1606.363
2007-09-11,1562.727
2007-09-12,1560.0
2007-09-13,1549.091
2007-09-14,1551.818
2007-09-17,1554.545
2007-09-18,1554.545
2007-09-19,1554.545
2007-09-20,1584.545
2007-09-21,1603.636
2007-09-24,1584.545
2007-09-25,1573.636
2007-09-26,1560.0
2007-09-27,1557.273
2007-10-01,1560.0
2007-10-02,1609.091
2007-10-03,1650.0
2007-10-04,1688.182
2007-10-05,1748.182
2007-10-08,1778.182
2007-10-09,1821.818
2007-10-10,1786.363
2007-10-11,1821.818
2007-10-12,1772.727
2007-10-15,1800.0
2007-10-16,1810.909
2007-10-17,1772.727
2007-10-18,1808.182
2007-10-19,1805.454
2007-10-22,1821.818
2007-10-23,1813.636
2007-10-24,1819.091
2007-10-25,1816.363
2007-10-26,1813.636
2007-10-29,1810.909
2007-10-30,1810.909
2007-10-31,1772.727
2007-11-01,1759.091
2007-11-02,1778.182
2007-11-05,1813.636
2007-11-07,1800.0
2007-11-08,1800.0
2007-11-09,1827.273
2007-11-12,1895.454
2007-11-13,1988.182
2007-11-14,1990.909
2007-11-15,2018.182
2007-11-16,2018.182
2007-11-19,2141.0
2007-11-20,2160.0
2007-11-21,2103.0
2007-11-22,2053.0
2007-11-23,1980.0
2007-11-26,1940.0
2007-11-27,1870.0
2007-11-28,1925.0
2007-11-29,1960.0
2007-11-30,1906.0
2007-12-03,1900.0
2007-12-04,1900.0
2007-12-05,1888.0
2007-12-06,1900.0
2007-12-07,1820.0
2007-12-10,1868.0
2007-12-11,1822.0
2007-12-12,1806.0
2007-12-13,1802.0
2007-12-14,1800.0
2007-12-17,1801.0
2007-12-18,1815.0
2007-12-19,1790.0
2007-12-20,1791.0
2007-12-24,1788.0
2007-12-25,1800.0
2007-12-26,1790.0
2007-12-27,1800.0
2007-12-28,1808.0
2007-12-31,1850.0
2008-01-02,1931.0
2008-01-03,1999.0
2008-01-04,2000.0
2008-01-07,2000.0
2008-01-08,2010.0
2008-01-09,2029.0
2008-01-14,2020.0
2008-01-15,2030.0
2008-01-16,2004.0
2008-01-17,2010.0
2008-01-18,2006.0
2008-01-21,1930.0
2008-01-22,1900.0
2008-01-23,1979.0
2008-01-24,2055.0
2008-01-25,2100.0
2008-01-28,2100.0
2008-01-29,2100.0
2008-01-30,2100.0
2008-01-31,2110.0
2008-02-01,2130.0
2008-02-04,2149.0
2008-02-05,2120.0
2008-02-06,2120.0
2008-02-07,2149.0
2008-02-08,2148.0
2008-02-11,2129.0
2008-02-12,2215.0
2008-02-13,2249.0
2008-02-14,2249.0
2008-02-15,2250.0
2008-02-18,2320.0
2008-02-19,2276.0
2008-02-20,2307.0
2008-02-21,2390.0
2008-02-22,2420.0
2008-02-25,2320.0
2008-02-26,2330.0
2008-02-27,2321.0
2008-02-28,2250.0
2008-02-29,2251.0
2008-03-03,2250.0
2008-03-04,2240.0
2008-03-05,2247.0
2008-03-06,2241.0
2008-03-07,2260.0
2008-03-10,2252.0
2008-03-11,2325.0
2008-03-12,2325.0
2008-03-13,2350.0
2008-03-14,2340.0
2008-03-17,2359.0
2008-03-18,2330.0
2008-03-19,2323.0
2008-03-24,2250.0
2008-03-25,2256.0
2008-03-26,2256.0
2008-03-27,2258.0
2008-03-28,2205.0
2008-03-31,2209.0
2008-04-01,2200.0
2008-04-02,2189.0
2008-04-03,2205.0
2008-04-04,2239.0
2008-04-07,2240.0
2008-04-08,2280.0
2008-04-09,2285.0
2008-04-10,2289.0
2008-04-11,2288.0
2008-04-14,2195.0
2008-04-15,2190.0
2008-04-16,2247.0
2008-04-17,2194.0
2008-04-18,2230.0
2008-04-21,2245.0
2008-04-22,2199.0
2008-04-23,2191.0
2008-04-24,2200.0
2008-04-25,2182.0
2008-04-28,2199.0
2008-04-29,2190.0
2008-04-30,2191.0
2008-05-02,2180.0
2008-05-05,2179.0
2008-05-06,2161.0
2008-05-07,2178.0
2008-05-08,2216.0
2008-05-09,2320.0
2008-05-12,2299.0
2008-05-13,2250.0
2008-05-14,2230.0
2008-05-15,2202.0
2008-05-16,2240.0
2008-05-19,2241.0
2008-05-20,2211.0
2008-05-21,2235.0
2008-05-22,2211.0
2008-05-23,2200.0
2008-05-26,2172.0
2008-05-27,2165.0
2008-05-28,2161.0
2008-05-29,2187.0
2008-05-30,2171.0
2008-06-02,2169.0
2008-06-03,2168.0
2008-06-04,2153.0
2008-06-05,2165.0
2008-06-06,2160.0
2008-06-09,2155.0
2008-06-10,2156.0
2008-06-11,2159.0
2008-06-12,2152.0
2008-06-13,2146.0
2008-06-16,2180.0
2008-06-17,2150.0
2008-06-18,2140.0
2008-06-19,2177.0
2008-06-20,2141.0
2008-06-23,2129.0
2008-06-24,2112.0
2008-06-25,2138.0
2008-06-26,2140.0
2008-06-27,2140.0
2008-06-30,2130.0
2008-07-01,2151.0
2008-07-02,2152.0
2008-07-03,2135.0
2008-07-04,2145.0
2008-07-07,2137.0
2008-07-08,2160.0
2008-07-09,2150.0
2008-07-10,2149.0
2008-07-11,2200.0
2008-07-14,2200.0
2008-07-15,2240.0
2008-07-16,2240.0
2008-07-17,2190.0
2008-07-18,2172.0
2008-07-21,2200.0
2008-07-22,2200.0
2008-07-23,2220.0
2008-07-24,2250.0
2008-07-25,2250.0
2008-07-28,2230.0
2008-07-29,2213.0
2008-07-31,2217.0
2008-08-01,2210.0
2008-08-04,2182.0
2008-08-05,2182.0
2008-08-06,2200.0
2008-08-07,2184.0
2008-08-08,2183.0
2008-08-11,2177.0
2008-08-12,2197.0
2008-08-13,2160.0
2008-08-15,2160.0
2008-08-18,2136.0
2008-08-19,2130.0
2008-08-22,2130.0
2008-08-25,2120.0
2008-08-26,2120.0
2008-08-27,2149.0
2008-08-28,2132.0
2008-08-29,2145.0
2008-09-01,2148.0
2008-09-02,2150.0
2008-09-03,2155.0
2008-09-04,2135.0
2008-09-05,2150.0
2008-09-08,2100.0
2008-09-09,2100.0
2008-09-10,2000.0
2008-09-11,2000.0
2008-09-12,1895.0
2008-09-15,1782.0
2008-09-16,1676.0
2008-09-17,1776.0
2008-09-18,1882.0
2008-09-19,1945.0
2008-09-22,2000.0
2008-09-23,1995.0
2008-09-24,1960.0
2008-09-25,1950.0
2008-09-26,1947.0
2008-09-29,1889.0
2008-09-30,1845.0
2008-10-03,1815.0
2008-10-06,1780.0
2008-10-07,1825.0
2008-10-08,1830.0
2008-10-09,1830.0
2008-10-10,1828.0
2008-10-13,1900.0
2008-10-14,1901.0
2008-10-15,1890.0
2008-10-16,1879.0
2008-10-17,1851.0
2008-10-20,1853.0
2008-10-21,1870.0
2008-10-22,1860.0
2008-10-23,1801.0
2008-10-24,1762.0
2008-10-27,1665.0
2008-10-28,1715.0
2008-10-29,1749.0
2008-10-30,1740.0
2008-10-31,1779.0
2008-11-03,1810.0
2008-11-04,1809.0
2008-11-05,1800.0
2008-11-07,1750.0
2008-11-10,1751.0
2008-11-11,1700.0
2008-11-12,1620.0
2008-11-13,1653.0
2008-11-14,1650.0
2008-11-17,1659.0
2008-11-19,1625.0
2008-11-20,1600.0
2008-11-21,1567.0
2008-11-24,1510.0
2008-11-25,1550.0
2008-11-26,1547.0
2008-11-27,1574.0
2008-11-28,1551.0
2008-12-01,1600.0
2008-12-02,1510.0
2008-12-03,1440.0
2008-12-04,1354.0
2008-12-05,1350.0
2008-12-08,1360.0
2008-12-11,1360.0
2008-12-12,1415.0
2008-12-15,1470.0
2008-12-16,1545.0
2008-12-17,1534.0
2008-12-18,1623.0
2008-12-19,1680.0
2008-12-22,1710.0
2008-12-23,1692.0
2008-12-24,1610.0
2008-12-25,1562.0
2008-12-26,1500.0
2008-12-30,1445.0
2008-12-31,1359.0
2009-01-02,1278.0
2009-01-05,1280.0
2009-01-06,1230.0
2009-01-07,1279.0
2009-01-08,1320.0
2009-01-09,1371.0
2009-01-12,1399.0
2009-01-13,1386.0
2009-01-14,1395.0
2009-01-15,1380.0
2009-01-16,1400.0
2009-01-19,1420.0
2009-01-20,1445.0
2009-01-21,1444.0
2009-01-22,1420.0
2009-01-23,1436.0
2009-01-26,1429.0
2009-01-27,1438.0
2009-01-28,1438.0
2009-01-29,1437.0
2009-01-30,1437.0
2009-02-02,1437.0
2009-02-03,1446.0
2009-02-04,1445.0
2009-02-05,1420.0
2009-02-06,1428.0
2009-02-09,1414.0
2009-02-10,1428.0
2009-02-11,1445.0
2009-02-12,1430.0
2009-02-13,1445.0
2009-02-16,1450.0
2009-02-17,1449.0
2009-02-18,1519.0
2009-02-19,1480.0
2009-02-20,1420.0
2009-02-23,1499.0
2009-02-24,1460.0
2009-02-25,1530.0
2009-02-26,1539.0
2009-02-27,1500.0
2009-03-02,1525.0
2009-03-03,1525.0
2009-03-04,1518.0
2009-03-05,1544.0
2009-03-06,1533.0
2009-03-09,1533.0
2009-03-12,1514.0
2009-03-13,1495.0
2009-03-16,1490.0
2009-03-17,1470.0
2009-03-18,1484.0
2009-03-19,1470.0
2009-03-20,1470.0
2009-03-23,1388.0
2009-03-24,1360.0
2009-03-25,1390.0
2009-03-26,1390.0
2009-03-27,1400.0
2009-03-30,1401.0
2009-03-31,1420.0
2009-04-01,1420.0
2009-04-02,1439.0
2009-04-03,1445.0
2009-04-06,1447.0
2009-04-07,1425.0
2009-04-08,1459.0
2009-04-09,1440.0
2009-04-10,1440.0
2009-04-13,1422.0
2009-04-14,1417.0
2009-04-15,1439.0
2009-04-16,1436.0
2009-04-17,1418.0
2009-04-20,1435.0
2009-04-21,1430.0
2009-04-22,1433.0
2009-04-23,1440.0
2009-04-24,1460.0
2009-04-27,1465.0
2009-04-28,1465.0
2009-04-29,1450.0
2009-04-30,1450.0
2009-05-04,1460.0
2009-05-05,1447.0
2009-05-06,1449.0
2009-05-07,1440.0
2009-05-08,1420.0
2009-05-11,1440.0
2009-05-12,1449.0
2009-05-13,1449.0
2009-05-14,1462.0
2009-05-15,1463.0
2009-05-18,1479.0
2009-05-19,1450.0
2009-05-20,1430.0
2009-05-21,1430.0
2009-05-22,1403.0
2009-05-25,1418.0
2009-05-26,1420.0
2009-05-27,1430.0
2009-05-28,1435.0
2009-05-29,1411.0
2009-06-01,1450.0
2009-06-02,1451.0
2009-06-03,1500.0
2009-06-04,1481.0
2009-06-05,1480.0
2009-06-08,1489.0
2009-06-09,1510.0
2009-06-10,1499.0
2009-06-11,1497.0
2009-06-12,1496.0
2009-06-15,1540.0
2009-06-16,1500.0
2009-06-17,1541.0
2009-06-18,1541.0
2009-06-19,1564.0
2009-06-22,1521.0
2009-06-23,1560.0
2009-06-24,1550.0
2009-06-25,1540.0
2009-06-26,1540.0
2009-06-29,1530.0
2009-06-30,1539.0
2009-07-01,1539.0
2009-07-02,1506.0
2009-07-03,1506.0
2009-07-06,1500.0
2009-07-07,1500.0
2009-07-08,1500.0
2009-07-09,1500.0
2009-07-10,1500.0
2009-07-13,1500.0
2009-07-14,1510.0
2009-07-15,1510.0
2009-07-16,1465.0
2009-07-17,1510.0
2009-07-20,1470.0
2009-07-21,1500.0
2009-07-22,1509.0
2009-07-23,1504.0
2009-07-24,1520.0
2009-07-27,1520.0
2009-07-28,1500.0
2009-07-29,1520.0
2009-07-31,1481.0
2009-08-03,1538.0
2009-08-04,1538.0
2009-08-05,1475.0
2009-08-06,1477.0
2009-08-07,1477.0
2009-08-10,1480.0
2009-08-11,1480.0
2009-08-12,1485.0
2009-08-13,1525.0
2009-08-17,1529.0
2009-08-18,1570.0
2009-08-19,1540.0
2009-08-24,1529.0
2009-08-25,1529.0
2009-08-26,1554.0
2009-08-27,1554.0
2009-08-28,1560.0
2009-08-31,1550.0
2009-09-01,1515.0
2009-09-02,1505.0
2009-09-03,1500.0
2009-09-04,1501.0
2009-09-07,1501.0
2009-09-08,1510.0
2009-09-09,1490.0
2009-09-10,1490.0
2009-09-11,1520.0
2009-09-14,1471.0
2009-09-15,1471.0
2009-09-16,1495.0
2009-09-17,1475.0
2009-09-18,1475.0
2009-09-23,1474.0
2009-09-24,1471.0
2009-09-25,1473.0
2009-09-28,1459.0
2009-09-29,1459.0
2009-09-30,1400.0
2009-10-01,1459.0
2009-10-02,1477.0
2009-10-05,1470.0
2009-10-06,1480.0
2009-10-07,1470.0
2009-10-08,1485.0
2009-10-09,1485.0
2009-10-12,1485.0
2009-10-13,1485.0
2009-10-14,1452.0
2009-10-15,1450.0
2009-10-16,1449.0
2009-10-19,1460.0
2009-10-20,1474.0
2009-10-21,1470.0
2009-10-22,1465.0
2009-10-23,1455.0
2009-10-26,1465.0
2009-10-27,1465.0
2009-10-28,1470.0
2009-10-29,1470.0
2009-10-30,1470.0
2009-11-02,1470.0
2009-11-03,1475.0
2009-11-04,1465.0
2009-11-05,1460.0
2009-11-09,1460.0
2009-11-10,1460.0
2009-11-11,1460.0
2009-11-12,1451.0
2009-11-13,1451.0
2009-11-16,1451.0
2009-11-17,1451.0
2009-11-19,1449.0
2009-11-20,1446.0
2009-11-23,1444.0
2009-11-24,1444.0
2009-11-25,1444.0
2009-11-26,1444.0
2009-11-27,1444.0
2009-11-30,1440.0
2009-12-01,1440.0
2009-12-02,1440.0
2009-12-03,1413.0
2009-12-04,1419.0
2009-12-07,1435.0
2009-12-08,1415.0
2009-12-09,1420.0
2009-12-10,1444.0
2009-12-11,1449.0
2009-12-14,1435.0
2009-12-15,1435.0
2009-12-16,1445.0
2009-12-17,1416.0
2009-12-21,1435.0
2009-12-22,1435.0
2009-12-23,1435.0
2009-12-24,1430.0
2009-12-25,1417.0
2009-12-28,1438.0
2009-12-29,1417.0
2009-12-30,1429.0
2009-12-31,1417.0
2010-01-04,1400.0
2010-01-05,1440.0
2010-01-06,1449.0
2010-01-07,1468.0
2010-01-08,1470.0
2010-01-12,1488.0
2010-01-13,1488.0
2010-01-14,1495.0
2010-01-15,1500.0
2010-01-18,1507.0
2010-01-19,1510.0
2010-01-20,1509.0
2010-01-21,1515.0
2010-01-22,1510.0
2010-01-25,1501.0
2010-01-26,1510.0
2010-01-27,1510.0
2010-01-28,1560.0
2010-01-29,1610.0
2010-02-01,1590.0
2010-02-02,1614.0
2010-02-03,1600.0
2010-02-04,1590.0
2010-02-05,1589.0
2010-02-08,1605.0
2010-02-09,1590.0
2010-02-10,1599.0
2010-02-11,1598.0
2010-02-12,1580.0
2010-02-15,1580.0
2010-02-16,1590.0
2010-02-17,1570.0
2010-02-18,1485.0
2010-02-19,1560.0
2010-02-22,1567.0
2010-02-23,1595.0
2010-02-24,1614.0
2010-02-25,1618.0
2010-02-26,1624.0
2010-03-01,1650.0
2010-03-02,1640.0
2010-03-03,1640.0
2010-03-04,1655.0
2010-03-05,1679.0
2010-03-08,1657.0
2010-03-09,1649.0
2010-03-10,1654.0
2010-03-11,1620.0
2010-03-12,1634.0
2010-03-15,1613.0
2010-03-16,1612.0
2010-03-17,1618.0
2010-03-18,1630.0
2010-03-19,1645.0
2010-03-22,1645.0
2010-03-23,1650.0
2010-03-24,1665.0
2010-03-25,1669.0
2010-03-26,1669.0
2010-03-29,1669.0
2010-03-30,1742.0
2010-03-31,1750.0
2010-04-02,1729.0
2010-04-05,1724.0
2010-04-06,1729.0
2010-04-07,1734.0
2010-04-08,1750.0
2010-04-09,1768.0
2010-04-12,1821.0
2010-04-13,1850.0
2010-04-14,1890.0
2010-04-15,1940.0
2010-04-16,1985.0
2010-04-19,1991.0
2010-04-20,2110.0
2010-04-21,2100.0
2010-04-22,2105.0
2010-04-23,2099.0
2010-04-26,2097.0
2010-04-27,2070.0
2010-04-28,2080.0
2010-04-29,2096.0
2010-04-30,2098.0
2010-05-03,2065.0
2010-05-04,2065.0
2010-05-05,2035.0
2010-05-06,2005.0
2010-05-07,2035.0
2010-05-10,2050.0
2010-05-11,2070.0
2010-05-12,2050.0
2010-05-13,2075.0
2010-05-14,2065.0
2010-05-17,2073.0
2010-05-18,2008.0
2010-05-19,2023.0
2010-05-20,2010.0
2010-05-21,1937.0
2010-05-24,1978.0
2010-05-25,1965.0
2010-05-26,1949.0
2010-05-27,1960.0
2010-05-28,1959.0
2010-05-31,1960.0
2010-06-01,1930.0
2010-06-02,1950.0
2010-06-03,1954.0
2010-06-04,1954.0
2010-06-07,1953.0
2010-06-08,1940.0
2010-06-09,1940.0
2010-06-10,1958.0
2010-06-11,1985.0
2010-06-14,1942.0
2010-06-15,1947.0
2010-06-16,1959.0
2010-06-17,1950.0
2010-06-18,1950.0
2010-06-21,1975.0
2010-06-22,1940.0
2010-06-23,1930.0
2010-06-24,1930.0
2010-06-25,1930.0
2010-06-28,1930.0
2010-06-29,1930.0
2010-06-30,1931.0
2010-07-01,1930.0
2010-07-02,1932.0
2010-07-05,1917.0
2010-07-06,1917.0
2010-07-07,1930.0
2010-07-08,1917.0
2010-07-09,1959.0
2010-07-12,1950.0
2010-07-13,1978.0
2010-07-14,1975.0
2010-07-15,1974.0
2010-07-16,1965.0
2010-07-19,1970.0
2010-07-20,1965.0
2010-07-21,1970.0
2010-07-22,1970.0
2010-07-23,1990.0
2010-07-26,1965.0
2010-07-27,1973.0
2010-07-28,1973.0
2010-07-29,1998.0
2010-08-02,1999.0
2010-08-03,1990.0
2010-08-04,1990.0
2010-08-05,1998.0
2010-08-06,2010.0
2010-08-09,1970.0
2010-08-10,2000.0
2010-08-11,2000.0
2010-08-12,1985.0
2010-08-13,1992.0
2010-08-16,1990.0
2010-08-17,1985.0
2010-08-18,1985.0
2010-08-19,2000.0
2010-08-23,2000.0
2010-08-24,2000.0
2010-08-25,2001.0
2010-08-26,2020.0
2010-08-27,2029.0
2010-08-30,2069.0
2010-08-31,2067.0
2010-09-01,2040.0
2010-09-02,2050.0
2010-09-03,2059.0
2010-09-06,2050.0
2010-09-07,2065.0
2010-09-08,2065.0
2010-09-09,2065.0
2010-09-13,2065.0
2010-09-14,2074.0
2010-09-15,2074.0
2010-09-16,2070.0
2010-09-17,2068.0
2010-09-20,2068.0
2010-09-21,2068.0
2010-09-22,2071.0
2010-09-23,2099.0
2010-09-24,2051.0
2010-09-27,2040.0
2010-09-28,2080.0
2010-09-29,2074.0
2010-09-30,2080.0
2010-10-01,2070.0
2010-10-04,2078.0
2010-10-05,2035.0
2010-10-06,2072.0
2010-10-07,2076.0
2010-10-08,2084.0
2010-10-11,2089.0
2010-10-12,2086.0
2010-10-13,2090.0
2010-10-14,2098.0
2010-10-15,2125.0
2010-10-18,2120.0
2010-10-19,2129.0
2010-10-20,2165.0
2010-10-21,2239.0
2010-10-22,2221.0
2010-10-25,2229.0
2010-10-26,2174.0
2010-10-27,2190.0
2010-10-28,2180.0
2010-10-29,2189.0
2010-11-01,2200.0
2010-11-02,2201.0
2010-11-03,2200.0
2010-11-04,2224.0
2010-11-05,2200.0
2010-11-08,2200.0
2010-11-09,2203.0
2010-11-10,2200.0
2010-11-11,2199.0
2010-11-12,2150.0
2010-11-15,2135.0
2010-11-16,2150.0
2010-11-19,2199.0
2010-11-22,2197.0
2010-11-23,2170.0
2010-11-24,2160.0
2010-11-25,2158.0
2010-11-26,2130.0
2010-11-29,2180.0
2010-11-30,2180.0
2010-12-01,2215.0
2010-12-02,2215.0
2010-12-03,2200.0
2010-12-06,2213.0
2010-12-08,2220.0
2010-12-09,2235.0
2010-12-10,2195.0
2010-12-13,2199.0
2010-12-14,2180.0
2010-12-15,2179.0
2010-12-16,2189.0
2010-12-17,2189.0
2010-12-20,2131.0
2010-12-21,2180.0
2010-12-22,2179.0
2010-12-23,2175.0
2010-12-24,2160.0
2010-12-27,2140.0
2010-12-28,2141.0
2010-12-29,2138.0
2010-12-30,2140.0
2010-12-31,2120.0
2011-01-03,2120.0
2011-01-04,2120.0
2011-01-05,2150.0
2011-01-06,2150.0
2011-01-07,2136.0
2011-01-10,2180.0
2011-01-12,2180.0
2011-01-13,2195.0
2011-01-14,2180.0
2011-01-17,2199.0
2011-01-18,2130.0
2011-01-19,2149.0
2011-01-20,2158.0
2011-01-21,2179.0
2011-01-24,2150.0
2011-01-25,2150.0
2011-01-26,2150.0
2011-01-27,2155.0
2011-01-28,2045.0
2011-01-31,1950.0
2011-02-01,1953.0
2011-02-02,1976.0
2011-02-03,1970.0
2011-02-04,1968.0
2011-02-07,2034.0
2011-02-08,2095.0
2011-02-09,2129.0
2011-02-10,2051.0
2011-02-11,2055.0
2011-02-14,2057.0
2011-02-15,2070.0
