date,FBR
2016-12-23,95.5
2016-12-26,92.0
2016-12-27,95.97
2016-12-28,95.0
2016-12-29,90.0
2016-12-30,87.45
2017-01-02,93.0
2017-01-03,91.0
2017-01-04,88.25
2017-01-05,90.0
2017-01-06,88.01
2017-01-09,88.6
2017-01-10,94.99
2017-01-12,104.45
2017-01-13,110.0
2017-01-16,120.95
2017-01-17,133.0
2017-01-18,130.5
2017-01-19,117.5
2017-01-20,117.0
2017-01-23,117.35
2017-01-24,121.9
2017-01-25,131.75
2017-01-26,134.0
2017-01-27,134.0
2017-01-30,123.0
2017-01-31,126.95
2017-02-01,126.0
2017-02-02,123.0
2017-02-03,123.8
2017-02-06,124.0
2017-02-07,133.8
2017-02-08,133.8
2017-02-09,145.0
2017-02-10,159.45
2017-02-13,170.0
2017-02-14,169.0
2017-02-15,174.5
2017-02-16,177.0
2017-02-17,173.0
2017-02-20,170.0
2017-02-21,172.85
2017-02-22,161.0
2017-02-23,163.0
2017-02-24,160.0
2017-02-27,149.5
2017-02-28,156.95
2017-03-01,160.85
2017-03-02,159.9
2017-03-03,159.0
2017-03-06,159.4
2017-03-07,159.4
2017-03-08,158.4
2017-03-09,158.5
2017-03-10,156.5
2017-03-13,156.5
2017-03-14,155.0
2017-03-15,150.0
2017-03-16,158.0
2017-03-17,156.0
2017-03-20,154.95
2017-03-21,155.0
2017-03-22,148.0
2017-03-23,133.25
2017-03-24,138.0
2017-03-27,138.0
2017-03-28,138.0
2017-03-29,137.0
2017-03-30,137.35
2017-03-31,129.0
2017-04-03,124.5
2017-04-04,126.0
2017-04-05,126.0
2017-04-06,126.0
2017-04-07,123.85
2017-04-10,124.0
2017-04-11,121.0
2017-04-12,123.9
2017-04-13,123.9
2017-04-14,124.0
2017-04-17,124.0
2017-04-18,123.0
2017-04-19,123.0
2017-04-20,121.9
2017-04-21,121.9
2017-04-24,131.85
2017-04-25,133.8
2017-04-26,133.8
2017-04-27,140.45
2017-04-28,146.9
2017-05-02,146.8
2017-05-03,145.0
2017-05-04,141.8
2017-05-05,143.85
2017-05-08,143.85
2017-05-09,143.85
2017-05-10,139.9
2017-05-11,140.0
2017-05-12,140.0
2017-05-15,140.0
2017-05-16,140.0
2017-05-17,140.0
2017-05-18,138.95
2017-05-19,138.95
2017-05-22,138.85
2017-05-23,138.85
2017-05-24,138.85
2017-05-25,138.75
2017-05-26,138.0
2017-05-29,136.9
2017-05-30,136.9
2017-05-31,136.9
2017-06-01,136.9
2017-06-02,136.9
2017-06-05,136.9
2017-06-06,134.95
2017-06-07,134.95
2017-06-08,133.95
2017-06-09,133.95
2017-06-12,134.0
2017-06-13,135.0
2017-06-14,134.8
2017-06-15,134.8
2017-06-16,134.0
2017-06-19,134.0
2017-06-20,134.0
2017-06-21,134.0
2017-06-22,134.0
2017-06-23,134.95
2017-06-28,135.95
2017-06-29,126.0
2017-06-30,133.0
2017-07-03,134.0
2017-07-04,144.4
2017-07-05,142.75
2017-07-06,142.75
2017-07-07,141.95
2017-07-10,141.95
2017-07-11,142.0
2017-07-12,141.9
2017-07-13,141.5
2017-07-14,137.05
2017-07-17,141.0
2017-07-18,140.75
2017-07-19,140.5
2017-07-20,147.0
2017-07-21,145.0
2017-07-24,151.0
2017-07-25,153.45
2017-07-26,152.85
2017-07-27,155.0
2017-07-28,153.9
2017-07-31,149.3
2017-08-01,152.95
2017-08-02,152.85
2017-08-03,152.85
2017-08-04,152.95
2017-08-07,151.0
2017-08-08,151.85
2017-08-09,147.1
2017-08-10,151.5
2017-08-11,147.6
2017-08-15,151.4
2017-08-16,147.5
2017-08-17,147.5
2017-08-18,149.0
2017-08-22,150.0
2017-08-23,149.0
2017-08-24,147.15
2017-08-25,147.0
2017-08-28,147.0
2017-08-29,161.65
2017-08-30,173.0
2017-08-31,181.1
2017-09-04,185.0
2017-09-05,178.0
2017-09-06,180.2
2017-09-07,187.7
2017-09-08,184.0
2017-09-11,173.0
2017-09-12,168.0
2017-09-13,167.0
2017-09-14,168.0
2017-09-15,166.2
2017-09-18,166.15
2017-09-19,161.1
2017-09-20,153.0
2017-09-21,157.0
2017-09-25,159.0
2017-09-26,151.0
2017-09-27,145.0
2017-09-28,136.1
2017-09-29,136.35
2017-10-02,149.95
2017-10-03,157.85
2017-10-04,161.0
2017-10-05,148.0
2017-10-06,143.2
2017-10-09,144.3
2017-10-10,144.3
2017-10-11,144.05
2017-10-12,142.35
2017-10-13,143.5
2017-10-16,147.0
2017-10-17,160.0
2017-10-18,152.15
2017-10-19,154.6
2017-10-20,156.1
2017-10-23,153.0
2017-10-24,153.0
2017-10-25,157.0
2017-10-26,157.0
2017-10-27,161.55
2017-10-30,161.55
2017-10-31,154.1
2017-11-01,154.25
2017-11-02,157.0
2017-11-03,157.0
2017-11-07,155.5
2017-11-08,161.5
2017-11-09,161.5
2017-11-10,165.8
2017-11-13,156.6
2017-11-14,162.0
2017-11-15,162.0
2017-11-16,162.0
2017-11-17,164.8
2017-11-20,164.8
2017-11-21,161.2
2017-11-22,162.8
2017-11-23,165.0
2017-11-24,163.0
2017-11-27,162.8
2017-11-28,164.45
2017-11-29,164.45
2017-11-30,164.0
2017-12-04,158.2
2017-12-05,158.0
2017-12-06,154.0
2017-12-07,150.0
2017-12-08,159.9
2017-12-11,159.8
2017-12-12,153.05
2017-12-13,152.0
2017-12-14,152.0
2017-12-15,162.0
2017-12-18,164.95
2017-12-19,172.95
2017-12-20,165.0
2017-12-21,171.85
2017-12-22,160.35
2017-12-25,160.0
2017-12-26,166.95
2017-12-27,166.2
2017-12-28,164.0
2017-12-29,162.8
2018-01-02,158.1
2018-01-03,156.0
2018-01-04,154.0
2018-01-05,155.0
2018-01-08,155.0
2018-01-09,153.0
2018-01-10,155.0
2018-01-12,150.1
2018-01-15,152.0
2018-01-16,158.95
2018-01-17,159.0
2018-01-18,159.0
2018-01-19,150.05
2018-01-22,150.0
2018-01-23,149.0
2018-01-24,149.0
2018-01-25,149.5
2018-01-26,149.5
2018-01-29,155.4
2018-01-30,149.6
2018-01-31,150.0
2018-02-01,149.3
2018-02-02,151.0
2018-02-05,151.0
2018-02-06,155.0
2018-02-07,151.1
2018-02-08,151.1
2018-02-09,151.1
2018-02-12,152.0
2018-02-13,152.0
2018-02-14,150.3
2018-02-15,149.2
2018-02-16,149.1
2018-02-19,149.15
2018-02-20,150.0
2018-02-21,149.5
2018-02-22,149.5
2018-02-23,148.0
2018-02-26,147.2
2018-02-27,150.0
2018-02-28,156.35
2018-03-01,156.35
2018-03-02,142.0
2018-03-05,142.05
2018-03-06,143.0
2018-03-07,132.0
2018-03-08,132.0
2018-03-09,130.5
2018-03-12,128.2
2018-03-13,139.95
2018-03-14,137.0
2018-03-15,130.0
2018-03-16,127.0
2018-03-19,122.05
2018-03-20,125.0
2018-03-21,125.0
2018-03-22,121.0
2018-03-23,116.0
2018-03-26,110.05
2018-03-27,114.0
2018-03-28,114.0
2018-03-29,110.85
2018-03-30,110.85
2018-04-02,110.85
2018-04-03,110.5
2018-04-04,102.1
2018-04-05,102.0
2018-04-06,100.2
2018-04-09,98.7
2018-04-10,100.0
2018-04-11,100.0
2018-04-12,100.0
2018-04-13,100.65
2018-04-16,100.65
2018-04-17,100.3
2018-04-18,100.2
2018-04-19,99.01
2018-04-20,99.05
2018-04-23,99.06
2018-04-24,99.11
2018-04-25,100.0
2018-04-26,100.0
2018-04-27,104.9
2018-04-30,106.35
2018-05-02,106.35
2018-05-03,111.2
2018-05-04,107.0
2018-05-07,104.65
2018-05-08,104.5
2018-05-09,102.55
2018-05-10,102.6
2018-05-11,106.9
2018-05-14,106.9
2018-05-15,106.9
2018-05-16,106.9
2018-05-17,106.9
2018-05-18,107.0
2018-05-21,101.65
2018-05-22,101.65
2018-05-23,101.65
2018-05-24,101.65
2018-05-25,102.0
2018-05-28,100.5
2018-05-29,100.5
2018-05-30,101.0
2018-05-31,101.0
2018-06-01,100.0
2018-06-04,100.0
2018-06-05,100.0
2018-06-06,100.0
2018-06-07,103.9
2018-06-08,103.9
2018-06-11,103.9
2018-06-12,103.9
2018-06-13,104.7
2018-06-14,96.2
2018-06-18,96.2
2018-06-19,97.0
2018-06-20,97.1
2018-06-21,102.9
2018-06-22,103.0
2018-06-25,105.9
2018-06-26,105.9
2018-06-27,103.0
2018-06-28,104.8
2018-06-29,104.8
2018-07-02,104.8
2018-07-03,104.8
2018-07-04,104.8
2018-07-05,104.8
2018-07-06,96.67
2018-07-09,96.67
2018-07-10,96.67
2018-07-11,96.2
2018-07-12,96.2
2018-07-13,96.2
2018-07-16,96.2
2018-07-17,93.35
2018-07-18,94.0
2018-07-19,94.0
2018-07-20,98.95
2018-07-23,100.0
2018-07-24,100.0
2018-07-25,100.0
2018-07-26,96.0
2018-07-27,95.0
2018-07-31,94.42
2018-08-01,100.75
2018-08-02,100.0
2018-08-03,94.4
2018-08-06,94.4
2018-08-07,100.0
2018-08-08,100.0
2018-08-09,93.51
2018-08-10,93.05
2018-08-13,94.05
2018-08-15,94.05
2018-08-16,94.0
2018-08-17,94.0
2018-08-24,94.0
2018-08-27,94.0
2018-08-28,94.0
2018-08-29,90.61
2018-08-30,95.0
2018-08-31,95.0
2018-09-03,94.0
2018-09-04,94.0
2018-09-05,94.0
2018-09-06,94.0
2018-09-07,86.2
2018-09-10,85.9
2018-09-12,90.0
2018-09-13,82.0
2018-09-14,82.0
2018-09-17,90.19
2018-09-18,99.15
2018-09-19,101.0
2018-09-20,99.99
2018-09-21,99.99
2018-09-24,99.99
2018-09-25,98.0
2018-09-26,98.0
2018-09-27,102.95
2018-09-28,95.0
2018-10-01,100.0
2018-10-02,99.95
2018-10-03,92.0
2018-10-04,92.0
2018-10-05,90.6
2018-10-08,90.6
2018-10-09,90.6
2018-10-10,90.6
2018-10-11,90.5
2018-10-12,90.01
2018-10-15,90.01
2018-10-16,90.01
2018-10-17,83.0
2018-10-18,83.0
2018-10-19,90.0
2018-10-22,90.0
2018-10-23,90.0
2018-10-24,90.0
2018-10-25,90.0
2018-10-26,90.0
2018-10-29,90.0
2018-10-30,90.0
2018-10-31,90.0
2018-11-01,85.0
2018-11-02,85.0
2018-11-05,85.0
2018-11-07,85.0
2018-11-08,85.0
2018-11-09,85.0
2018-11-12,91.0
2018-11-13,91.0
2018-11-14,91.0
2018-11-15,91.0
2018-11-16,91.0
2018-11-19,91.0
2018-11-22,91.0
2018-11-23,85.0
2018-11-26,85.0
2018-11-27,85.0
2018-11-28,85.0
2018-11-29,85.0
2018-11-30,85.0
2018-12-03,85.0
2018-12-04,81.1
2018-12-05,86.0
2018-12-06,86.0
2018-12-07,81.16
2018-12-10,82.0
2018-12-11,82.0
2018-12-12,84.0
2018-12-13,85.0
2018-12-14,86.0
2018-12-17,86.0
2018-12-18,86.0
2018-12-19,86.0
2018-12-20,86.0
2018-12-21,81.65
2018-12-24,81.6
2018-12-25,81.6
2018-12-26,81.6
2018-12-27,81.16
2018-12-28,81.16
2018-12-31,82.0
2019-01-02,82.0
2019-01-03,81.15
2019-01-04,89.0
2019-01-07,89.95
2019-01-08,89.95
2019-01-09,89.95
2019-01-10,82.01
2019-01-14,82.01
2019-01-15,82.01
2019-01-16,82.01
2019-01-17,82.0
2019-01-18,82.0
2019-01-21,82.0
2019-01-22,80.2
2019-01-23,80.2
2019-01-24,80.2
2019-01-25,87.48
2019-01-28,87.48
2019-01-29,87.48
2019-01-30,78.74
2019-01-31,78.74
2019-02-01,78.74
2019-02-04,78.74
2019-02-05,78.74
2019-02-06,78.74
2019-02-07,78.74
2019-02-08,83.0
2019-02-11,80.0
2019-02-12,76.11
2019-02-13,76.5
2019-02-14,83.0
2019-02-15,82.0
2019-02-18,82.0
2019-02-19,79.0
2019-02-20,81.0
2019-02-21,82.0
2019-02-22,77.3
2019-02-25,77.3
2019-02-26,77.3
2019-02-27,76.51
2019-02-28,76.51
2019-03-01,76.51
2019-03-04,76.51
2019-03-05,78.0
2019-03-06,78.0
2019-03-07,80.0
2019-03-08,74.5
2019-03-11,70.05
2019-03-12,77.05
2019-03-13,77.05
2019-03-14,77.05
2019-03-15,71.01
2019-03-18,70.0
2019-03-19,70.0
2019-03-20,70.0
2019-03-21,68.25
2019-03-22,70.0
2019-03-25,70.0
2019-03-26,70.0
2019-03-27,70.0
2019-03-28,69.0
2019-03-29,68.02
2019-04-01,69.0
2019-04-02,75.8
2019-04-03,83.37
2019-04-04,89.9
2019-04-05,89.8
2019-04-08,82.25
2019-04-09,88.9
2019-04-10,88.9
2019-04-11,88.9
2019-04-12,82.6
2019-04-15,82.0
2019-04-16,82.0
2019-04-17,82.0
2019-04-18,82.0
2019-04-19,74.0
2019-04-22,68.0
2019-04-23,68.0
2019-04-24,74.79
2019-04-25,78.9
2019-04-26,78.9
2019-04-29,78.9
2019-04-30,78.9
2019-05-02,78.9
2019-05-03,79.45
2019-05-06,79.45
2019-05-07,79.45
2019-05-08,78.9
2019-05-09,78.9
2019-05-10,74.0
2019-05-13,74.0
2019-05-14,72.0
2019-05-15,78.0
2019-05-16,70.21
2019-05-17,70.0
2019-05-20,70.0
2019-05-21,70.0
2019-05-22,76.99
2019-05-23,71.0
2019-05-24,71.0
2019-05-27,70.0
2019-05-28,70.0
2019-05-29,69.0
2019-05-30,69.0
2019-05-31,69.0
2019-06-03,69.01
2019-06-04,69.06
2019-06-10,69.08
2019-06-11,69.1
2019-06-12,69.1
2019-06-13,69.1
2019-06-14,72.0
2019-06-17,72.0
2019-06-18,67.52
2019-06-19,67.52
2019-06-20,67.57
2019-06-21,72.0
2019-06-24,72.0
2019-06-25,75.7
2019-06-26,75.7
2019-06-27,70.0
2019-06-28,63.01
2019-07-01,63.02
2019-07-02,63.02
2019-07-03,63.02
2019-07-04,68.9
2019-07-05,68.9
2019-07-08,68.9
2019-07-09,68.9
2019-07-10,68.9
2019-07-11,68.9
2019-07-12,68.9
2019-07-15,69.0
2019-07-16,69.0
2019-07-17,69.0
2019-07-18,72.99
2019-07-19,65.71
2019-07-22,72.28
2019-07-23,65.08
2019-07-24,70.99
2019-07-25,71.73
2019-07-26,71.73
2019-07-29,71.73
2019-07-31,71.73
2019-08-01,71.73
2019-08-02,64.56
2019-08-05,62.1
2019-08-06,62.25
2019-08-07,62.25
2019-08-08,68.24
2019-08-09,68.24
2019-08-15,68.24
2019-08-16,63.5
2019-08-19,60.1
2019-08-22,60.1
2019-08-23,60.1
2019-08-26,60.1
2019-08-27,60.1
2019-08-28,60.0
2019-08-29,60.0
2019-08-30,65.0
2019-09-02,64.99
2019-09-03,64.99
2019-09-04,64.99
2019-09-05,64.99
2019-09-06,64.99
2019-09-09,64.99
2019-09-10,64.99
2019-09-11,58.5
2019-09-12,59.5
2019-09-13,59.5
2019-09-16,59.5
2019-09-17,60.0
2019-09-18,60.0
2019-09-19,60.0
2019-09-20,56.0
2019-09-23,58.0
2019-09-24,59.0
2019-09-25,59.0
2019-09-26,59.0
2019-09-27,58.88
2019-09-30,58.88
2019-10-01,60.9
2019-10-02,60.9
2019-10-03,60.9
2019-10-04,60.8
2019-10-07,59.0
2019-10-08,60.0
2019-10-09,55.25
2019-10-10,55.25
2019-10-11,55.25
2019-10-14,55.25
2019-10-15,55.25
2019-10-16,59.0
2019-10-17,59.0
2019-10-18,59.0
2019-10-21,59.6
2019-10-22,59.65
2019-10-23,58.0
2019-10-24,59.49
2019-10-25,59.46
2019-10-28,59.46
2019-10-29,59.46
2019-10-30,59.46
2019-10-31,59.46
2019-11-01,59.46
2019-11-04,59.05
2019-11-05,60.0
2019-11-07,62.79
2019-11-08,62.79
2019-11-12,62.79
2019-11-13,62.79
2019-11-14,62.68
2019-11-15,62.68
2019-11-19,62.68
2019-11-20,62.68
2019-11-21,62.68
2019-11-22,62.5
2019-11-25,57.0
2019-11-26,57.0
2019-11-27,62.0
2019-11-28,62.0
2019-11-29,61.98
2019-12-02,61.98
2019-12-03,61.98
2019-12-04,57.6
2019-12-05,57.6
2019-12-06,59.9
2019-12-09,59.9
2019-12-10,59.9
2019-12-11,59.9
2019-12-12,59.9
2019-12-13,61.0
2019-12-16,65.98
2019-12-17,72.57
2019-12-18,75.0
2019-12-19,76.0
2019-12-20,75.0
2019-12-23,72.03
2019-12-24,73.0
2019-12-25,78.52
2019-12-26,75.5
2019-12-27,74.0
2019-12-30,74.0
2019-12-31,77.55
2020-01-02,77.55
2020-01-03,77.55
2020-01-06,77.55
2020-01-07,77.55
2020-01-08,77.55
2020-01-09,77.4
2020-01-10,77.4
2020-01-13,77.4
2020-01-14,77.4
2020-01-15,77.4
2020-01-16,77.4
2020-01-17,77.4
2020-01-20,77.4
2020-01-21,76.9
2020-01-22,76.9
2020-01-23,76.9
2020-01-24,76.9
2020-01-27,76.9
2020-01-28,76.9
2020-01-29,76.9
2020-01-30,76.9
2020-01-31,76.9
2020-02-03,76.9
2020-02-04,70.0
2020-02-05,63.03
2020-02-06,64.9
2020-02-07,63.0
2020-02-10,63.0
2020-02-11,63.0
2020-02-12,63.0
2020-02-13,60.0
2020-02-14,60.0
2020-02-17,60.0
2020-02-18,60.0
2020-02-19,60.0
2020-02-20,60.0
2020-02-21,60.0
2020-02-24,60.0
2020-02-25,60.0
2020-02-26,60.0
2020-02-27,60.0
2020-02-28,60.0
2020-03-02,60.0
2020-03-03,65.49
2020-03-04,65.49
2020-03-05,67.45
2020-03-06,67.45
2020-03-09,67.45
2020-03-10,67.45
2020-03-11,67.45
2020-03-12,67.45
2020-03-13,67.45
2020-03-16,67.45
2020-03-17,67.45
2020-03-18,67.45
2020-03-19,67.45
2020-03-20,67.45
2020-03-23,67.45
2020-03-24,65.45
2020-03-25,63.86
2020-03-26,61.31
2020-03-27,60.0
2020-03-30,60.0
2020-03-31,60.0
2020-04-01,60.0
2020-04-02,60.0
2020-04-03,60.0
2020-04-06,60.0
2020-04-07,57.85
2020-04-08,57.85
2020-04-09,57.85
2020-04-10,57.85
2020-04-13,57.85
2020-04-14,57.85
2020-04-15,57.85
2020-04-16,57.85
2020-04-17,57.85
2020-04-20,57.85
2020-04-21,57.85
2020-04-22,57.85
2020-04-23,57.85
2020-04-24,57.85
2020-04-27,56.0
2020-04-28,56.0
2020-04-29,56.0
2020-04-30,56.0
2020-05-04,56.0
2020-05-05,53.77
2020-05-06,55.92
2020-05-07,56.0
2020-05-08,56.0
2020-05-11,56.0
2020-05-12,56.0
2020-05-13,56.0
2020-05-14,56.0
2020-05-15,56.0
2020-05-18,56.0
2020-05-19,56.0
2020-05-20,58.2
2020-05-21,60.52
2020-05-22,60.52
2020-05-26,62.9
2020-05-27,62.9
2020-05-28,64.05
2020-05-29,66.39
2020-06-01,66.39
2020-06-02,64.9
2020-06-03,62.31
2020-06-04,61.2
2020-06-05,60.05
2020-06-08,60.05
2020-06-09,60.05
2020-06-10,62.0
2020-06-11,62.0
2020-06-12,60.77
2020-06-15,60.77
2020-06-16,60.77
2020-06-17,58.35
2020-06-18,56.02
2020-06-19,56.0
2020-06-22,58.23
2020-06-23,56.0
2020-06-24,56.0
2020-06-25,53.82
2020-06-26,51.67
2020-06-29,50.98
2020-06-30,52.2
2020-07-01,54.2
2020-07-02,56.0
2020-07-03,56.0
2020-07-06,56.0
2020-07-07,56.0
2020-07-08,55.0
2020-07-09,55.0
2020-07-10,55.99
2020-07-13,55.99
2020-07-14,54.99
2020-07-15,53.0
2020-07-16,53.0
2020-07-17,53.0
2020-07-20,52.5
2020-07-21,51.46
2020-07-22,50.44
2020-07-23,49.44
2020-07-24,48.46
2020-07-27,47.5
2020-07-28,47.5
2020-07-29,46.56
2020-08-03,45.63
2020-08-04,44.72
2020-08-05,45.0
2020-08-06,45.0
2020-08-07,44.11
2020-08-10,43.23
2020-08-11,42.37
2020-08-12,42.37
2020-08-13,42.37
2020-08-17,42.37
2020-08-18,42.37
2020-08-19,42.37
2020-08-24,41.53
2020-08-25,42.35
2020-08-26,43.19
2020-08-27,43.19
2020-08-28,44.02
2020-08-31,44.02
2020-09-01,43.14
2020-09-02,42.28
2020-09-03,42.28
2020-09-04,41.64
2020-09-07,40.81
2020-09-08,40.0
2020-09-09,39.21
2020-09-10,38.43
2020-09-11,37.67
2020-09-14,36.93
2020-09-15,37.66
2020-09-16,36.94
2020-09-17,37.67
2020-09-18,37.67
2020-09-21,37.67
2020-09-22,37.67
2020-09-23,37.67
2020-09-24,38.2
2020-09-25,38.96
2020-09-28,38.96
2020-09-29,38.96
2020-09-30,38.96
2020-10-01,39.73
2020-10-02,40.52
2020-10-05,41.33
2020-10-06,42.15
2020-10-07,42.99
2020-10-08,43.84
2020-10-09,44.69
2020-10-12,43.8
2020-10-13,42.93
2020-10-14,43.7
2020-10-15,42.83
2020-10-16,43.68
2020-10-19,43.68
2020-10-20,43.68
2020-10-21,42.81
2020-10-22,41.96
2020-10-23,42.7
2020-10-26,42.7
2020-10-27,42.7
2020-10-28,43.44
2020-11-02,42.6
2020-11-03,41.75
2020-11-04,42.0
2020-11-05,42.0
2020-11-09,41.17
2020-11-10,41.99
2020-11-11,42.0
2020-11-12,42.0
2020-11-13,41.17
2020-11-16,40.5
2020-11-17,40.5
2020-11-19,40.5
2020-11-20,40.5
2020-11-23,41.3
2020-11-24,40.48
2020-11-25,41.27
2020-11-26,41.27
2020-11-27,40.46
2020-11-30,39.7
2020-12-01,40.49
2020-12-02,40.49
2020-12-03,40.49
2020-12-04,41.29
2020-12-07,41.49
2020-12-08,41.49
2020-12-09,40.75
2020-12-10,41.55
2020-12-11,42.3
2020-12-14,42.3
2020-12-15,41.7
2020-12-16,41.69
2020-12-17,41.61
2020-12-18,41.61
2020-12-21,41.61
2020-12-22,40.78
2020-12-23,39.98
2020-12-24,40.12
2020-12-25,40.12
2020-12-28,40.9
2020-12-29,40.9
2020-12-30,40.9
2020-12-31,40.1
2021-01-04,40.1
2021-01-05,40.1
2021-01-06,40.1
2021-01-07,40.5
2021-01-08,40.5
2021-01-12,40.5
2021-01-13,40.55
2021-01-14,40.71
2021-01-15,40.71
2021-01-18,40.71
2021-01-19,41.5
2021-01-20,41.5
2021-01-21,43.15
2021-01-22,44.87
2021-01-25,46.66
2021-01-26,48.52
2021-01-27,50.46
2021-01-28,51.0
2021-01-29,50.0
2021-02-01,50.0
2021-02-02,49.8
2021-02-03,49.7
2021-02-04,51.0
2021-02-05,51.0
2021-02-08,51.0
2021-02-09,48.98
2021-02-10,48.8
2021-02-11,48.8
2021-02-12,48.0
2021-02-15,48.0
2021-02-16,49.45
2021-02-17,48.99
2021-02-18,48.99
2021-02-19,47.04
2021-02-22,47.04
2021-02-23,47.0
2021-02-24,47.0
2021-02-25,47.0
2021-02-26,47.0
2021-03-01,47.0
2021-03-02,47.9
2021-03-03,47.0
2021-03-04,47.0
2021-03-05,47.0
2021-03-08,47.0
2021-03-09,47.0
2021-03-10,47.0
2021-03-11,47.93
2021-03-12,47.93
2021-03-15,46.2
2021-03-16,46.2
2021-03-17,47.12
2021-03-18,47.12
2021-03-19,47.12
2021-03-22,47.12
2021-03-23,47.0
2021-03-24,47.0
2021-03-25,47.0
2021-03-26,47.0
2021-03-29,47.0
2021-03-30,46.99
2021-03-31,46.1
2021-04-01,47.93
2021-04-02,47.93
2021-04-05,47.93
2021-04-06,46.1
2021-04-07,46.1
2021-04-08,46.1
2021-04-09,46.1
2021-04-12,46.1
2021-04-13,47.94
2021-04-14,47.94
2021-04-15,49.49
2021-04-16,49.49
2021-04-19,47.8
2021-04-20,48.0
2021-04-21,49.0
2021-04-22,49.0
2021-04-23,50.95
2021-04-26,52.98
2021-04-27,55.09
2021-04-28,57.29
2021-04-29,59.58
2021-04-30,61.96
2021-05-03,64.43
2021-05-04,67.0
2021-05-05,69.67
2021-05-06,72.0
2021-05-07,72.25
2021-05-10,72.0
2021-05-11,71.4
2021-05-12,71.4
2021-05-17,71.4
2021-05-18,71.4
2021-05-19,68.55
2021-05-20,67.85
2021-05-21,65.5
2021-05-24,62.89
2021-05-25,62.0
2021-05-26,60.0
2021-05-27,60.99
2021-05-28,61.49
2021-05-31,59.55
2021-06-01,61.5
2021-06-02,63.4
2021-06-03,63.5
2021-06-04,64.5
2021-06-07,64.0
2021-06-08,61.5
2021-06-09,61.5
2021-06-10,59.6
2021-06-11,61.98
2021-06-14,64.45
2021-06-15,67.02
2021-06-16,69.0
2021-06-17,70.89
2021-06-18,68.1
2021-06-21,70.82
2021-06-22,73.65
2021-06-23,76.59
2021-06-24,79.65
2021-06-25,81.0
2021-06-28,83.9
2021-06-29,82.89
2021-06-30,79.9
2021-07-01,78.0
2021-07-02,81.0
2021-07-05,77.77
2021-07-06,75.0
2021-07-07,77.99
2021-07-08,81.1
2021-07-09,84.34
2021-07-12,87.71
2021-07-13,91.19
2021-07-14,94.83
2021-07-15,98.62
2021-07-16,102.55
2021-07-19,106.65
2021-07-20,110.9
2021-07-23,115.3
2021-07-26,119.9
2021-07-27,124.65
2021-07-28,129.6
2021-07-29,134.75
2021-08-02,129.4
2021-08-03,124.25
2021-08-04,119.3
2021-08-05,114.55
2021-08-06,110.0
2021-08-09,114.35
2021-08-11,118.9
2021-08-12,114.15
2021-08-13,114.5
2021-08-16,117.75
2021-08-17,120.85
2021-08-18,123.5
2021-08-19,122.9
2021-08-23,124.15
2021-08-24,123.5
2021-08-25,124.0
2021-08-26,121.95
2021-08-27,117.1
2021-08-30,118.5
2021-08-31,123.2
2021-09-01,122.95
2021-09-02,121.0
2021-09-03,120.95
2021-09-06,119.85
2021-09-07,118.5
2021-09-08,119.8
2021-09-09,120.0
2021-09-10,124.75
2021-09-13,128.5
2021-09-14,125.0
2021-09-15,125.4
2021-09-16,125.3
2021-09-17,124.95
2021-09-20,126.0
2021-09-21,127.75
2021-09-22,127.65
2021-09-23,127.0
2021-09-24,129.0
2021-09-27,132.9
2021-09-28,134.9
2021-09-29,140.25
2021-09-30,138.8
2021-10-01,133.25
2021-10-04,136.0
2021-10-05,131.0
2021-10-06,125.8
2021-10-07,123.0
2021-10-08,120.2
2021-10-11,121.9
2021-10-12,129.2
2021-10-13,132.05
2021-10-14,131.0
2021-10-15,133.0
2021-10-18,135.85
2021-10-21,144.0
2021-10-22,152.6
2021-10-25,156.8
2021-10-26,159.5
2021-10-27,162.0
2021-10-28,171.7
2021-10-29,168.1
2021-11-01,170.4
2021-11-02,172.8
2021-11-03,179.55
2021-11-04,186.0
2021-11-05,176.0
2021-11-08,172.9
2021-11-09,172.0
2021-11-10,161.7
2021-11-11,160.0
2021-11-12,160.0
2021-11-15,164.9
2021-11-16,170.95
2021-11-17,174.75
2021-11-19,174.5
2021-11-22,175.4
2021-11-23,171.85
2021-11-24,170.0
2021-11-25,173.0
2021-11-26,169.9
2021-11-29,170.0
2021-11-30,164.3
2021-12-01,163.9
2021-12-02,162.95
2021-12-03,161.9
2021-12-06,160.0
2021-12-07,158.0
2021-12-08,157.95
2021-12-09,158.0
2021-12-10,157.0
2021-12-13,154.0
2021-12-14,154.0
2021-12-15,154.4
2021-12-16,153.8
2021-12-17,144.6
2021-12-20,135.95
2021-12-21,135.75
2021-12-22,139.0
2021-12-23,137.0
2021-12-24,142.8
2021-12-27,140.0
2021-12-28,135.0
2021-12-29,139.9
2021-12-30,141.0
2021-12-31,142.0
2022-01-03,146.9
2022-01-04,155.3
2022-01-05,158.0
2022-01-06,157.95
2022-01-07,152.95
2022-01-10,153.9
2022-01-12,151.4
2022-01-13,150.0
2022-01-14,149.0
2022-01-17,148.0
2022-01-18,144.0
2022-01-19,147.9
2022-01-20,153.7
2022-01-21,152.9
2022-01-24,152.4
2022-01-25,151.0
2022-01-26,150.0
2022-01-27,151.0
2022-01-28,150.0
2022-01-31,147.0
2022-02-01,148.0
2022-02-02,145.2
2022-02-03,144.5
2022-02-04,142.95
