date,SRM
2014-03-13,302.9
2014-03-14,306.0
2014-03-17,306.0
2014-03-18,306.0
2014-03-19,306.0
2014-03-20,306.0
2014-03-21,306.0
2014-03-24,300.0
2014-03-25,300.0
2014-03-26,300.0
2014-03-27,297.9
2014-03-28,297.9
2014-03-31,280.25
2014-04-01,280.25
2014-04-02,284.0
2014-04-03,284.0
2014-04-04,284.0
2014-04-07,300.95
2014-04-08,309.8
2014-04-09,301.75
2014-04-10,308.25
2014-04-11,308.25
2014-04-14,309.5
2014-04-15,309.9
2014-04-16,309.9
2014-04-17,309.9
2014-04-18,309.9
2014-04-21,309.0
2014-04-22,309.85
2014-04-23,309.85
2014-04-24,309.85
2014-04-25,293.0
2014-04-28,309.45
2014-04-29,309.45
2014-04-30,309.45
2014-05-02,309.45
2014-05-05,309.45
2014-05-06,292.0
2014-05-07,303.5
2014-05-08,303.5
2014-05-09,303.5
2014-05-12,285.3
2014-05-13,299.9
2014-05-14,299.95
2014-05-15,299.95
2014-05-16,299.95
2014-05-19,299.95
2014-05-20,299.95
2014-05-21,299.95
2014-05-22,299.95
2014-05-23,299.95
2014-05-26,299.0
2014-05-27,299.0
2014-05-28,299.0
2014-05-29,299.0
2014-05-30,299.0
2014-06-02,299.0
2014-06-03,288.0
2014-06-04,288.0
2014-06-05,288.0
2014-06-06,295.8
2014-06-09,295.8
2014-06-10,295.8
2014-06-11,295.8
2014-06-12,295.0
2014-06-13,295.0
2014-06-16,304.0
2014-06-17,304.0
2014-06-18,301.0
2014-06-19,305.0
2014-06-20,305.0
2014-06-23,305.0
2014-06-24,305.0
2014-06-25,305.0
2014-06-26,302.0
2014-06-27,302.0
2014-06-30,320.0
2014-07-01,317.0
2014-07-02,320.0
2014-07-03,320.0
2014-07-04,319.0
2014-07-07,319.4
2014-07-08,319.4
2014-07-09,319.4
2014-07-10,319.4
2014-07-11,319.4
2014-07-14,319.4
2014-07-15,319.4
2014-07-16,319.4
2014-07-17,319.4
2014-07-18,318.75
2014-07-21,318.75
2014-07-22,305.0
2014-07-23,311.8
2014-07-24,311.8
2014-07-25,311.8
2014-07-31,311.6
2014-08-01,311.5
2014-08-04,309.75
2014-08-05,309.75
2014-08-06,309.75
2014-08-07,309.75
2014-08-08,311.5
2014-08-11,311.5
2014-08-12,311.5
2014-08-13,302.0
2014-08-15,290.0
2014-08-18,290.0
2014-08-19,290.0
2014-08-22,290.0
2014-08-25,290.0
2014-08-26,302.0
2014-08-27,302.0
2014-08-28,302.0
2014-08-29,301.9
2014-09-01,310.0
2014-09-02,310.0
2014-09-03,292.0
2014-09-04,292.0
2014-09-05,302.0
2014-09-08,292.1
2014-09-09,300.0
2014-09-10,300.0
2014-09-11,300.0
2014-09-12,300.0
2014-09-15,300.0
2014-09-16,300.0
2014-09-17,296.95
2014-09-18,301.0
2014-09-19,301.0
2014-09-22,301.0
2014-09-23,301.0
2014-09-24,301.0
2014-09-25,300.0
2014-09-26,284.0
2014-09-29,278.0
2014-09-30,261.35
2014-10-01,260.0
2014-10-02,259.0
2014-10-03,259.0
2014-10-07,259.0
2014-10-08,259.0
2014-10-09,260.0
2014-10-10,260.0
2014-10-13,274.3
2014-10-14,274.3
2014-10-15,274.3
2014-10-16,274.3
2014-10-17,273.95
2014-10-20,273.95
2014-10-21,273.95
2014-10-22,273.95
2014-10-23,273.95
2014-10-24,273.95
2014-10-27,290.0
2014-10-28,284.0
2014-10-29,284.0
2014-10-30,284.0
2014-10-31,284.0
2014-11-03,284.0
2014-11-04,282.95
2014-11-05,282.95
2014-11-07,279.95
2014-11-10,282.9
2014-11-11,282.0
2014-11-12,281.9
2014-11-13,265.0
2014-11-14,280.65
2014-11-17,280.65
2014-11-19,280.65
2014-11-20,280.0
2014-11-21,280.5
2014-11-24,280.5
2014-11-25,280.5
2014-11-26,280.5
2014-11-27,280.5
2014-11-28,280.0
2014-12-01,280.0
2014-12-02,280.0
2014-12-03,280.0
2014-12-04,265.0
2014-12-05,280.0
2014-12-08,280.0
2014-12-09,280.0
2014-12-10,280.0
2014-12-11,280.0
2014-12-12,265.0
2014-12-15,265.0
2014-12-16,266.0
2014-12-17,266.0
2014-12-18,262.0
2014-12-19,246.3
2014-12-22,265.0
2014-12-23,277.0
2014-12-24,277.0
2014-12-25,277.0
2014-12-26,277.0
2014-12-29,276.7
2014-12-30,276.7
2014-12-31,276.75
2015-01-02,276.7
2015-01-06,276.7
2015-01-07,276.7
2015-01-08,276.75
2015-01-09,276.75
2015-01-12,276.75
2015-01-13,276.75
2015-01-14,276.75
2015-01-15,276.75
2015-01-16,276.75
2015-01-19,276.75
2015-01-20,276.0
2015-01-21,275.95
2015-01-22,275.95
2015-01-23,275.95
2015-01-26,276.5
2015-01-27,276.5
2015-01-28,260.0
2015-01-29,260.0
2015-01-30,260.0
2015-02-02,276.0
2015-02-03,276.0
2015-02-04,276.0
2015-02-05,276.0
2015-02-06,276.0
2015-02-09,276.0
2015-02-10,276.0
2015-02-11,276.0
2015-02-12,276.0
2015-02-13,265.0
2015-02-16,270.0
2015-02-17,270.0
2015-02-18,270.0
2015-02-19,243.0
2015-02-20,218.7
2015-02-23,235.0
2015-02-24,249.1
2015-02-25,262.0
2015-02-26,262.0
2015-02-27,262.0
2015-03-02,262.0
2015-03-03,255.5
2015-03-04,255.5
2015-03-05,254.0
2015-03-06,254.0
2015-03-09,254.0
2015-03-10,254.0
2015-03-11,254.0
2015-03-12,254.0
2015-03-13,254.0
2015-03-16,254.0
2015-03-17,241.0
2015-03-18,234.0
2015-03-19,231.0
2015-03-20,231.0
2015-03-23,237.0
2015-03-24,237.0
2015-03-25,237.0
2015-03-26,237.0
2015-03-27,237.0
2015-03-30,237.0
2015-03-31,239.0
2015-04-01,239.0
2015-04-02,239.0
2015-04-03,239.0
2015-04-06,239.0
2015-04-07,239.0
2015-04-08,239.0
2015-04-09,239.0
2015-04-10,224.7
2015-04-13,238.0
2015-04-14,238.0
2015-04-15,238.0
2015-04-16,238.0
2015-04-17,238.0
2015-04-20,238.0
2015-04-21,238.0
2015-04-22,238.0
2015-04-23,238.0
2015-04-24,238.0
2015-04-27,238.0
2015-04-28,238.0
2015-04-29,238.0
2015-04-30,238.0
2015-05-04,238.0
2015-05-05,238.0
2015-05-06,238.0
2015-05-07,238.0
2015-05-08,238.0
2015-05-11,238.0
2015-05-12,238.0
2015-05-13,238.0
2015-05-14,238.0
2015-05-15,238.0
2015-05-18,238.0
2015-05-19,238.0
2015-05-20,238.0
2015-05-21,238.0
2015-05-22,238.0
2015-05-25,238.0
2015-05-26,238.0
2015-05-27,238.0
2015-05-28,238.0
2015-05-29,238.0
2015-06-01,238.0
2015-06-02,238.0
2015-06-03,238.0
2015-06-04,238.0
2015-06-05,238.0
2015-06-08,238.0
2015-06-09,236.5
2015-06-10,236.5
2015-06-11,236.5
2015-06-12,236.5
2015-06-15,223.0
2015-06-16,210.0
2015-06-17,210.0
2015-06-18,210.0
2015-06-19,210.0
2015-06-22,210.0
2015-06-23,210.0
2015-06-24,210.0
2015-06-25,210.0
2015-06-26,210.0
2015-06-29,210.0
2015-06-30,202.0
2015-07-01,198.0
2015-07-02,198.0
2015-07-03,198.0
2015-07-06,198.0
2015-07-07,198.0
2015-07-08,198.0
2015-07-09,187.0
2015-07-10,168.3
2015-07-13,153.1
2015-07-14,153.1
2015-07-15,155.0
2015-07-16,155.0
2015-07-20,155.0
2015-07-21,162.0
2015-07-22,162.25
2015-07-23,155.0
2015-07-24,155.0
2015-07-27,155.0
2015-07-28,153.1
2015-07-29,161.9
2015-07-31,161.9
2015-08-03,153.0
2015-08-04,155.0
2015-08-05,155.0
2015-08-06,155.0
2015-08-07,155.0
2015-08-10,155.0
2015-08-11,155.0
2015-08-12,155.0
2015-08-13,155.0
2015-08-17,155.0
2015-08-18,155.0
2015-08-19,155.0
2015-08-24,155.0
2015-08-25,155.0
2015-08-26,155.0
2015-08-27,155.0
2015-08-28,155.0
2015-08-31,153.05
2015-09-01,153.05
2015-09-02,153.05
2015-09-03,153.05
2015-09-04,153.05
2015-09-07,162.2
2015-09-08,162.5
2015-09-09,162.5
2015-09-10,162.5
2015-09-11,168.3
2015-09-14,168.3
2015-09-15,177.0
2015-09-16,177.0
2015-09-17,177.0
2015-09-18,177.0
2015-09-21,177.0
2015-09-22,177.0
2015-09-23,177.0
2015-09-28,177.0
2015-09-29,176.0
2015-09-30,170.0
2015-10-01,170.0
2015-10-02,170.0
2015-10-05,176.0
2015-10-06,170.25
2015-10-07,168.0
2015-10-08,168.0
2015-10-09,168.0
2015-10-12,168.0
2015-10-14,170.0
2015-10-16,175.0
2015-10-19,175.0
2015-10-20,175.0
2015-10-21,175.0
2015-10-22,175.0
2015-10-23,175.0
2015-10-26,175.0
2015-10-27,170.0
2015-10-28,170.0
2015-10-29,170.0
2015-10-30,170.0
2015-11-02,174.0
2015-11-03,174.0
2015-11-04,174.0
2015-11-05,174.0
2015-11-09,174.0
2015-11-10,174.0
2015-11-11,174.0
2015-11-12,174.0
2015-11-13,174.0
2015-11-16,174.0
2015-11-17,174.0
2015-11-19,174.0
2015-11-20,174.0
2015-11-23,174.0
2015-11-24,174.0
2015-11-25,174.0
2015-11-26,170.0
2015-11-27,175.0
2015-11-30,173.0
2015-12-01,173.0
2015-12-02,173.0
2015-12-03,173.0
2015-12-04,173.0
2015-12-07,173.0
2015-12-08,173.0
2015-12-09,173.0
2015-12-10,173.0
2015-12-11,167.0
2015-12-14,175.0
2015-12-15,175.0
2015-12-16,175.0
2015-12-17,175.0
2015-12-18,170.0
2015-12-21,170.0
2015-12-22,170.0
2015-12-23,170.0
2015-12-28,170.0
2015-12-29,170.0
2015-12-30,170.0
2015-12-31,168.0
2016-01-04,175.0
2016-01-05,175.0
2016-01-06,175.0
2016-01-07,175.0
2016-01-08,175.0
2016-01-12,168.0
2016-01-13,168.0
2016-01-14,168.0
2016-01-15,168.0
2016-01-18,168.0
2016-01-19,168.0
2016-01-20,168.0
2016-01-21,168.0
2016-01-22,168.0
2016-01-25,175.0
2016-01-26,175.0
2016-01-27,165.0
2016-01-28,165.0
2016-01-29,165.0
2016-02-01,165.05
2016-02-02,165.05
2016-02-03,165.0
2016-02-04,165.0
2016-02-05,149.0
2016-02-08,149.0
2016-02-09,150.0
2016-02-10,142.0
2016-02-11,150.0
2016-02-12,158.95
2016-02-15,155.0
2016-02-16,155.0
2016-02-17,158.0
2016-02-18,148.6
2016-02-19,148.6
2016-02-22,148.6
2016-02-23,148.2
2016-02-24,149.0
2016-02-25,148.2
2016-02-26,148.2
2016-02-29,148.2
2016-03-01,148.2
2016-03-02,148.2
2016-03-03,148.2
2016-03-04,150.0
2016-03-07,150.0
2016-03-08,150.0
2016-03-09,153.0
2016-03-10,151.1
2016-03-11,152.0
2016-03-14,152.0
2016-03-15,152.0
2016-03-16,152.0
2016-03-17,161.1
2016-03-18,165.0
2016-03-21,165.0
2016-03-22,174.0
2016-03-23,184.0
2016-03-24,202.3
2016-03-25,214.4
2016-03-28,225.0
2016-03-29,238.4
2016-03-30,237.95
2016-03-31,227.0
2016-04-01,227.0
2016-04-04,240.4
2016-04-05,249.35
2016-04-06,235.0
2016-04-07,233.0
2016-04-08,228.0
2016-04-11,241.6
2016-04-12,241.6
2016-04-13,238.95
2016-04-14,227.25
2016-04-15,230.0
2016-04-18,230.0
2016-04-19,239.5
2016-04-20,242.0
2016-04-21,242.0
2016-04-22,230.1
2016-04-25,230.1
2016-04-26,230.1
2016-04-27,230.1
2016-04-28,230.1
2016-04-29,241.0
2016-05-02,241.0
2016-05-03,240.9
2016-05-04,240.9
2016-05-05,240.9
2016-05-06,240.9
2016-05-09,240.9
2016-05-10,240.9
2016-05-11,239.95
2016-05-12,235.0
2016-05-13,233.0
2016-05-16,230.1
2016-05-17,235.0
2016-05-18,236.0
2016-05-19,236.0
2016-05-20,232.0
2016-05-23,232.0
2016-05-24,232.0
2016-05-25,232.0
2016-05-26,232.0
2016-05-27,230.7
2016-05-30,230.5
2016-05-31,230.5
2016-06-01,230.5
2016-06-02,230.5
2016-06-03,230.5
2016-06-06,230.5
2016-06-07,230.0
2016-06-08,230.0
2016-06-09,230.0
2016-06-10,225.2
2016-06-13,230.0
2016-06-14,230.0
2016-06-15,230.0
2016-06-16,233.0
2016-06-17,230.0
2016-06-20,230.0
2016-06-21,226.0
2016-06-22,226.0
2016-06-23,230.0
2016-06-24,230.0
2016-06-27,230.0
2016-06-28,230.0
2016-06-29,235.0
2016-06-30,235.0
2016-07-01,235.0
2016-07-04,240.0
2016-07-05,254.4
2016-07-11,254.4
2016-07-12,254.4
2016-07-13,254.4
2016-07-14,254.4
2016-07-15,254.4
2016-07-18,240.0
2016-07-19,248.95
2016-07-20,248.95
2016-07-21,248.95
2016-07-22,246.0
2016-07-25,247.95
2016-07-26,239.0
2016-07-27,239.0
2016-07-28,239.0
2016-07-29,239.0
2016-08-01,239.0
2016-08-02,239.0
2016-08-03,239.0
2016-08-04,240.0
2016-08-05,240.0
2016-08-08,250.0
2016-08-09,250.0
2016-08-10,249.95
2016-08-11,249.95
2016-08-12,247.95
2016-08-15,247.95
2016-08-16,247.95
2016-08-17,247.95
2016-08-18,247.95
2016-08-19,247.95
2016-08-22,247.95
2016-08-23,248.95
2016-08-24,248.0
2016-08-25,240.0
2016-08-26,235.0
2016-08-29,235.0
2016-08-30,235.0
2016-08-31,242.0
2016-09-01,242.0
2016-09-02,242.0
2016-09-05,242.0
2016-09-06,242.0
2016-09-07,242.0
2016-09-08,242.0
2016-09-09,242.0
2016-09-14,242.0
2016-09-15,242.95
2016-09-16,235.0
2016-09-19,242.95
2016-09-20,235.7
2016-09-21,241.0
2016-09-22,242.95
2016-09-23,242.0
2016-09-26,242.95
2016-09-27,242.0
2016-09-28,240.0
2016-09-29,242.95
2016-09-30,242.95
2016-10-04,252.0
2016-10-05,252.0
2016-10-06,250.0
2016-10-07,250.0
2016-10-10,250.0
2016-10-11,250.0
2016-10-12,250.0
2016-10-13,243.0
2016-10-14,248.0
2016-10-17,248.0
2016-10-18,242.0
2016-10-19,242.0
2016-10-20,250.0
2016-10-21,252.0
2016-10-24,252.0
2016-10-25,248.0
2016-10-26,248.0
2016-10-27,248.0
2016-10-28,248.0
2016-10-31,248.0
2016-11-01,248.0
2016-11-02,250.0
2016-11-03,250.0
2016-11-04,250.0
2016-11-07,250.0
2016-11-08,240.0
2016-11-09,240.0
2016-11-10,240.0
2016-11-11,250.0
2016-11-14,250.0
2016-11-15,240.0
2016-11-16,238.0
2016-11-17,240.0
2016-11-21,240.0
2016-11-22,240.0
2016-11-23,240.0
2016-11-24,240.0
2016-11-25,240.0
2016-11-28,240.0
2016-11-29,239.95
2016-11-30,240.0
2016-12-01,240.0
2016-12-02,240.0
2016-12-05,240.0
2016-12-06,240.0
2016-12-07,238.5
2016-12-08,234.3
2016-12-09,240.0
2016-12-14,235.2
2016-12-15,235.0
2016-12-16,240.0
2016-12-19,239.0
2016-12-20,245.0
2016-12-21,240.0
2016-12-22,248.5
2016-12-23,257.0
2016-12-26,260.0
2016-12-27,264.9
2016-12-28,270.0
2016-12-29,277.9
2016-12-30,274.85
2017-01-02,275.0
2017-01-03,277.0
2017-01-04,277.85
2017-01-05,277.85
2017-01-06,285.0
2017-01-09,275.0
2017-01-10,282.0
2017-01-12,271.0
2017-01-13,272.0
2017-01-16,284.0
2017-01-17,284.0
2017-01-18,284.0
2017-01-19,283.85
2017-01-20,283.85
2017-01-23,280.0
2017-01-24,279.0
2017-01-25,277.0
2017-01-26,277.0
2017-01-27,277.0
2017-01-30,277.0
2017-01-31,277.0
2017-02-01,283.45
2017-02-02,279.25
2017-02-03,279.25
2017-02-06,283.7
2017-02-07,290.0
2017-02-08,290.0
2017-02-09,300.0
2017-02-10,320.0
2017-02-13,330.0
2017-02-14,330.0
2017-02-15,336.75
2017-02-16,343.5
2017-02-17,364.0
2017-02-20,364.0
2017-02-21,364.0
2017-02-22,364.0
2017-02-23,350.0
2017-02-24,331.2
2017-02-27,359.0
2017-02-28,361.0
2017-03-01,361.0
2017-03-02,361.0
2017-03-03,361.0
2017-03-06,352.0
2017-03-07,354.0
2017-03-08,350.0
2017-03-09,350.0
2017-03-10,350.0
2017-03-13,350.0
2017-03-14,350.0
2017-03-15,358.0
2017-03-16,358.0
2017-03-17,357.0
2017-03-20,357.0
2017-03-21,357.0
2017-03-22,357.0
2017-03-23,345.5
2017-03-24,357.0
2017-03-27,357.0
2017-03-28,356.4
2017-03-29,356.4
2017-03-30,362.9
2017-03-31,327.0
2017-04-03,294.35
2017-04-04,279.0
2017-04-05,278.8
2017-04-06,278.8
2017-04-07,279.0
2017-04-10,279.0
2017-04-11,279.0
2017-04-12,279.0
2017-04-13,279.0
2017-04-14,279.0
2017-04-17,279.0
2017-04-18,279.0
2017-04-19,279.0
2017-04-20,264.5
2017-04-21,257.5
2017-04-24,257.5
2017-04-25,282.0
2017-04-26,282.0
2017-04-27,282.0
2017-04-28,282.0
2017-05-02,282.0
2017-05-03,284.0
2017-05-04,284.0
2017-05-05,292.0
2017-05-08,292.0
2017-05-09,292.0
2017-05-10,292.0
2017-05-11,292.0
2017-05-12,300.0
2017-05-15,300.0
2017-05-16,300.0
2017-05-17,300.0
2017-05-18,300.0
2017-05-19,300.0
2017-05-22,300.0
2017-05-23,300.0
2017-05-24,300.0
2017-05-25,300.0
2017-05-26,300.0
2017-05-29,300.0
2017-05-30,300.0
2017-05-31,300.0
2017-06-01,300.0
2017-06-02,300.0
2017-06-05,300.0
2017-06-06,300.0
2017-06-07,329.95
2017-06-08,329.95
2017-06-09,329.95
2017-06-12,329.95
2017-06-13,329.95
2017-06-14,329.95
2017-06-15,318.4
2017-06-16,318.4
2017-06-19,318.4
2017-06-20,302.0
2017-06-21,302.0
2017-06-22,302.0
2017-06-23,302.0
2017-06-28,302.0
2017-06-29,302.0
2017-06-30,302.0
2017-07-03,302.0
2017-07-04,302.0
2017-07-05,302.0
2017-07-06,302.0
2017-07-07,316.0
2017-07-10,316.0
2017-07-11,316.0
2017-07-12,316.0
2017-07-13,316.0
2017-07-14,326.5
2017-07-17,326.5
2017-07-18,336.0
2017-07-19,320.0
2017-07-20,320.0
2017-07-21,320.0
2017-07-24,320.0
2017-07-25,314.0
2017-07-26,314.0
2017-07-27,320.0
2017-07-28,302.0
2017-07-31,302.0
2017-08-01,302.0
2017-08-02,302.0
2017-08-03,302.0
2017-08-04,302.0
2017-08-07,302.0
2017-08-08,302.0
2017-08-09,302.0
2017-08-10,302.0
2017-08-11,302.0
2017-08-15,302.0
2017-08-16,302.0
2017-08-17,320.0
2017-08-18,330.9
2017-08-22,330.0
2017-08-23,330.0
2017-08-24,330.0
2017-08-25,329.8
2017-08-28,329.8
2017-08-29,329.85
2017-08-30,329.85
2017-08-31,329.85
2017-09-04,329.85
2017-09-05,329.8
2017-09-06,329.8
2017-09-07,329.8
2017-09-08,329.8
2017-09-11,329.8
2017-09-12,329.8
2017-09-13,329.8
2017-09-14,329.8
2017-09-15,311.0
2017-09-18,311.0
2017-09-19,319.95
2017-09-20,319.95
2017-09-21,319.95
2017-09-25,319.95
2017-09-26,312.0
2017-09-27,319.0
2017-09-28,312.0
2017-09-29,312.0
2017-10-02,312.0
2017-10-03,312.0
2017-10-04,312.0
2017-10-05,312.0
2017-10-06,312.0
2017-10-09,312.0
2017-10-10,312.0
2017-10-11,312.0
2017-10-12,312.0
2017-10-13,312.0
2017-10-16,312.0
2017-10-17,312.0
2017-10-18,294.1
2017-10-19,294.0
2017-10-20,278.0
2017-10-23,278.0
2017-10-24,278.0
2017-10-25,278.0
2017-10-26,278.0
2017-10-27,294.0
2017-10-30,294.0
2017-10-31,294.0
2017-11-01,301.95
2017-11-02,301.95
2017-11-03,301.95
2017-11-07,301.95
2017-11-08,301.95
2017-11-09,301.95
2017-11-10,301.95
2017-11-13,301.95
2017-11-14,284.0
2017-11-15,284.0
2017-11-16,284.0
2017-11-17,280.7
2017-11-20,280.7
2017-11-21,280.7
2017-11-22,280.7
2017-11-23,280.7
2017-11-24,286.0
2017-11-27,286.0
2017-11-28,286.0
2017-11-29,286.0
2017-11-30,286.0
2017-12-04,286.0
2017-12-05,297.0
2017-12-06,297.0
2017-12-07,286.2
2017-12-08,286.2
2017-12-11,285.0
2017-12-12,285.0
2017-12-13,285.0
2017-12-14,285.0
2017-12-15,285.0
2017-12-18,285.0
2017-12-19,285.0
2017-12-20,285.0
2017-12-21,285.0
2017-12-22,285.0
2017-12-25,285.0
2017-12-26,285.0
2017-12-27,285.0
2017-12-28,285.0
2017-12-29,285.0
2018-01-02,290.0
2018-01-03,290.0
2018-01-04,278.0
2018-01-05,278.0
2018-01-08,284.0
2018-01-09,289.0
2018-01-10,289.0
2018-01-12,289.0
2018-01-15,289.0
2018-01-16,281.0
2018-01-17,281.0
2018-01-18,281.0
2018-01-19,281.0
2018-01-22,264.15
2018-01-23,267.0
2018-01-24,265.05
2018-01-25,265.05
2018-01-26,265.05
2018-01-29,265.05
2018-01-30,265.05
2018-01-31,265.05
2018-02-01,280.0
2018-02-02,280.0
2018-02-05,265.1
2018-02-06,265.1
2018-02-07,265.1
2018-02-08,265.1
2018-02-09,265.1
2018-02-12,265.2
2018-02-13,265.2
2018-02-14,266.0
2018-02-15,266.0
2018-02-16,266.0
2018-02-19,266.0
2018-02-20,266.0
2018-02-21,268.0
2018-02-22,265.0
2018-02-23,265.0
2018-02-26,265.0
2018-02-27,265.0
2018-02-28,265.0
2018-03-01,265.0
2018-03-02,279.75
2018-03-05,279.75
2018-03-06,265.05
2018-03-07,266.0
2018-03-08,266.0
2018-03-09,279.0
2018-03-12,279.0
2018-03-13,279.0
2018-03-14,279.0
2018-03-15,279.0
2018-03-16,279.0
2018-03-19,279.0
2018-03-20,279.0
2018-03-21,279.0
2018-03-22,279.0
2018-03-23,279.0
2018-03-26,279.0
2018-03-27,279.0
2018-03-28,279.0
2018-03-29,279.0
2018-03-30,278.0
2018-04-02,279.05
2018-04-03,279.55
2018-04-04,283.0
2018-04-05,283.0
2018-04-06,283.0
2018-04-09,283.0
2018-04-10,283.0
2018-04-11,283.0
2018-04-12,283.0
2018-04-13,283.0
2018-04-16,283.0
2018-04-17,283.0
2018-04-18,283.0
2018-04-19,283.0
2018-04-20,283.0
2018-04-23,283.0
2018-04-24,283.0
2018-04-25,283.0
2018-04-26,283.0
2018-04-27,283.0
2018-04-30,283.0
2018-05-02,283.0
2018-05-03,283.0
2018-05-04,283.0
2018-05-07,283.0
2018-05-08,283.0
2018-05-09,283.0
2018-05-10,282.9
2018-05-11,282.9
2018-05-14,282.9
2018-05-15,282.9
2018-05-16,270.5
2018-05-17,270.5
2018-05-18,270.5
2018-05-21,270.5
2018-05-22,270.5
2018-05-23,270.5
2018-05-24,270.5
2018-05-25,282.7
2018-05-28,282.7
2018-05-29,282.7
2018-05-30,272.1
2018-05-31,275.0
2018-06-01,275.0
2018-06-04,275.0
2018-06-05,262.15
2018-06-06,275.0
2018-06-07,275.0
2018-06-08,275.0
2018-06-11,275.0
2018-06-12,275.0
2018-06-13,291.4
2018-06-14,291.4
2018-06-18,291.3
2018-06-19,282.0
2018-06-20,282.0
2018-06-21,289.9
2018-06-22,289.9
2018-06-25,289.9
2018-06-26,289.9
2018-06-27,289.9
2018-06-28,289.9
2018-06-29,289.9
2018-07-02,289.9
2018-07-03,289.9
2018-07-04,289.9
2018-07-05,289.9
2018-07-06,289.9
2018-07-09,289.9
2018-07-10,289.9
2018-07-11,289.9
2018-07-12,289.9
2018-07-13,289.9
2018-07-16,289.9
2018-07-17,289.9
2018-07-18,289.9
2018-07-19,289.9
2018-07-20,289.9
2018-07-23,279.0
2018-07-24,279.0
2018-07-25,279.0
2018-07-26,263.0
2018-07-27,263.0
2018-07-31,263.0
2018-08-01,263.0
2018-08-02,263.0
2018-08-03,263.0
2018-08-06,263.0
2018-08-07,263.0
2018-08-08,263.0
2018-08-09,263.0
2018-08-10,255.05
2018-08-13,255.05
2018-08-15,255.05
2018-08-16,255.05
2018-08-17,255.05
2018-08-24,255.05
2018-08-27,255.05
2018-08-28,255.05
2018-08-29,255.05
2018-08-30,255.05
2018-08-31,255.05
2018-09-03,270.0
2018-09-04,270.0
2018-09-05,270.0
2018-09-06,270.0
2018-09-07,253.85
2018-09-10,253.85
2018-09-12,253.85
2018-09-13,253.85
2018-09-14,253.85
2018-09-17,253.85
2018-09-18,253.85
2018-09-19,228.0
2018-09-20,228.0
2018-09-21,228.0
2018-09-24,228.0
2018-09-25,228.0
2018-09-26,228.0
2018-09-27,228.0
2018-09-28,228.0
2018-10-01,225.0
2018-10-02,211.55
2018-10-03,211.55
2018-10-04,211.55
2018-10-05,211.55
2018-10-08,211.55
2018-10-09,211.55
2018-10-10,211.55
2018-10-11,211.55
2018-10-12,211.55
2018-10-15,211.55
2018-10-16,211.55
2018-10-17,211.55
2018-10-18,211.55
2018-10-19,211.55
2018-10-22,200.0
2018-10-23,200.0
2018-10-24,200.0
2018-10-25,200.0
2018-10-26,200.0
2018-10-29,200.0
2018-10-30,200.0
2018-10-31,200.0
2018-11-01,200.0
2018-11-02,200.0
2018-11-05,200.0
2018-11-07,200.0
2018-11-08,190.75
2018-11-09,190.75
2018-11-12,190.75
2018-11-13,190.75
2018-11-14,190.75
2018-11-15,190.75
2018-11-16,190.75
2018-11-19,190.75
2018-11-22,190.75
2018-11-23,190.75
2018-11-26,190.75
2018-11-27,190.75
2018-11-28,190.75
2018-11-29,190.75
2018-11-30,190.75
2018-12-03,190.75
2018-12-04,190.75
2018-12-05,190.75
2018-12-06,190.75
2018-12-07,190.75
2018-12-10,190.75
2018-12-11,190.75
2018-12-12,190.75
2018-12-13,190.75
2018-12-14,190.75
2018-12-17,190.75
2018-12-18,190.75
2018-12-19,190.75
2018-12-20,190.75
2018-12-21,190.75
2018-12-24,202.0
2018-12-25,202.0
2018-12-26,210.0
2018-12-27,210.0
2018-12-28,220.0
2018-12-31,227.0
2019-01-02,227.0
2019-01-03,227.0
2019-01-04,227.0
2019-01-07,227.0
2019-01-08,227.0
2019-01-09,227.0
2019-01-10,227.0
2019-01-14,227.0
2019-01-15,227.0
2019-01-16,227.0
2019-01-17,227.0
2019-01-18,227.0
2019-01-21,215.0
2019-01-22,215.0
2019-01-23,215.0
2019-01-24,225.0
2019-01-25,225.0
2019-01-28,225.0
2019-01-29,225.0
2019-01-30,225.0
2019-01-31,225.0
2019-02-01,225.0
2019-02-04,225.0
2019-02-05,225.0
2019-02-06,225.0
2019-02-07,225.0
2019-02-08,225.0
2019-02-11,225.0
2019-02-12,225.0
2019-02-13,224.5
2019-02-14,211.1
2019-02-15,211.1
2019-02-18,211.1
2019-02-19,211.1
2019-02-20,211.1
2019-02-21,211.1
2019-02-22,211.1
2019-02-25,211.1
2019-02-26,211.1
2019-02-27,211.1
2019-02-28,211.1
2019-03-01,211.1
2019-03-04,211.1
2019-03-05,211.1
2019-03-06,211.1
2019-03-07,211.1
2019-03-08,211.1
2019-03-11,211.1
2019-03-12,211.1
2019-03-13,211.1
2019-03-14,202.0
2019-03-15,202.0
2019-03-18,202.0
2019-03-19,214.0
2019-03-20,218.0
2019-03-21,218.0
2019-03-22,218.0
2019-03-25,218.0
2019-03-26,218.0
2019-03-27,218.0
2019-03-28,218.0
2019-03-29,218.0
2019-04-01,218.0
2019-04-02,218.0
2019-04-03,218.0
2019-04-04,218.0
2019-04-05,218.0
2019-04-08,218.0
2019-04-09,218.0
2019-04-10,218.0
2019-04-11,218.0
2019-04-12,218.0
2019-04-15,218.0
2019-04-16,218.0
2019-04-17,218.0
2019-04-18,218.0
2019-04-19,218.0
2019-04-22,204.95
2019-04-23,192.7
2019-04-24,192.7
